id,trial,tested_item_points,recallError,tested_SL,TL,TR,BL,BR,AOI,start,end,duration,entry_n,trial_period,exclude_pp,exclude_trial_phase7,AOI_value
Pri_ET_Study2_15,1,4,5,TL,4,1,3,2,TL,325,475,150,1,7,0,0,4
Pri_ET_Study2_15,1,4,5,TL,4,1,3,2,BL,533,792,259,2,7,0,0,3
Pri_ET_Study2_15,1,4,5,TL,4,1,3,2,TL,1133,1467,334,3,7,0,0,4
Pri_ET_Study2_15,1,4,5,TL,4,1,3,2,BL,1650,1800,150,4,7,0,0,3
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,TL,0,433,433,1,7,0,0,4
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,BL,508,658,150,2,7,0,0,1
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,BR,833,991,158,3,7,0,0,3
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,TL,1183,1349,166,4,7,0,0,4
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,BL,1416,1674,258,5,7,0,0,1
Pri_ET_Study2_15,2,4,18,TL,4,2,1,3,TL,1808,2008,200,6,7,0,0,4
Pri_ET_Study2_15,3,3,57,BR,2,4,1,3,TL,0,333,333,1,7,0,0,2
Pri_ET_Study2_15,3,3,57,BR,2,4,1,3,BL,400,741,341,2,7,0,0,1
Pri_ET_Study2_15,3,3,57,BR,2,4,1,3,TL,858,1058,200,3,7,0,0,2
Pri_ET_Study2_15,3,3,57,BR,2,4,1,3,TL,1358,1566,208,4,7,0,0,2
Pri_ET_Study2_15,4,4,7,TR,3,4,2,1,TL,366,524,158,1,7,0,0,3
Pri_ET_Study2_15,4,4,7,TR,3,4,2,1,BL,708,1033,325,2,7,0,0,2
Pri_ET_Study2_15,4,4,7,TR,3,4,2,1,TR,1591,1766,175,3,7,0,0,4
Pri_ET_Study2_15,5,2,162,BR,3,1,4,2,TL,325,1317,992,1,7,0,0,3
Pri_ET_Study2_15,6,1,17,TL,1,2,4,3,TL,200,350,150,1,7,0,0,1
Pri_ET_Study2_15,6,1,17,TL,1,2,4,3,BL,408,900,492,2,7,0,0,4
Pri_ET_Study2_15,6,1,17,TL,1,2,4,3,TL,975,1125,150,3,7,0,0,1
Pri_ET_Study2_15,6,1,17,TL,1,2,4,3,BL,1167,1417,250,4,7,0,0,4
Pri_ET_Study2_15,7,2,2,BR,4,3,1,2,TL,1050,1200,150,1,7,0,0,4
Pri_ET_Study2_15,7,2,2,BR,4,3,1,2,TR,1258,1441,183,2,7,0,0,3
Pri_ET_Study2_15,7,2,2,BR,4,3,1,2,BR,1633,1808,175,3,7,0,0,2
Pri_ET_Study2_15,8,2,10,TL,2,4,3,1,TL,0,508,508,1,7,0,0,2
Pri_ET_Study2_15,8,2,10,TL,2,4,3,1,BL,883,1041,158,2,7,0,0,3
Pri_ET_Study2_15,8,2,10,TL,2,4,3,1,TL,1216,1633,417,3,7,0,0,2
Pri_ET_Study2_15,9,2,8,TR,1,2,4,3,TL,150,400,250,1,7,0,0,1
Pri_ET_Study2_15,9,2,8,TR,1,2,4,3,BL,617,950,333,2,7,0,0,4
Pri_ET_Study2_15,10,3,49,TR,2,3,1,4,TR,308,458,150,1,7,0,0,3
Pri_ET_Study2_15,10,3,49,TR,2,3,1,4,BL,925,1242,317,2,7,0,0,1
Pri_ET_Study2_15,10,3,49,TR,2,3,1,4,TL,1325,1492,167,3,7,0,0,2
Pri_ET_Study2_15,10,3,49,TR,2,3,1,4,TR,1858,2008,150,4,7,0,0,3
Pri_ET_Study2_15,11,1,6,BR,3,2,4,1,TL,200,383,183,1,7,0,0,3
Pri_ET_Study2_15,11,1,6,BR,3,2,4,1,BL,441,866,425,2,7,0,0,4
Pri_ET_Study2_15,12,3,12,BL,1,4,3,2,TL,167,566,399,1,7,0,0,1
Pri_ET_Study2_15,12,3,12,BL,1,4,3,2,BL,775,950,175,2,7,0,0,3
Pri_ET_Study2_15,12,3,12,BL,1,4,3,2,TR,1166,1358,192,3,7,0,0,4
Pri_ET_Study2_15,12,3,12,BL,1,4,3,2,BR,1616,1791,175,4,7,0,0,2
Pri_ET_Study2_15,13,1,152,BR,4,2,3,1,TL,233,666,433,1,7,0,0,4
Pri_ET_Study2_15,13,1,152,BR,4,2,3,1,BL,766,916,150,2,7,0,0,3
Pri_ET_Study2_15,13,1,152,BR,4,2,3,1,TL,1266,1425,159,3,7,0,0,4
Pri_ET_Study2_15,13,1,152,BR,4,2,3,1,BL,1483,1641,158,4,7,0,0,3
Pri_ET_Study2_15,13,1,152,BR,4,2,3,1,TR,1841,2008,167,5,7,0,0,2
Pri_ET_Study2_15,14,1,26,TL,1,4,2,3,TL,350,942,592,1,7,0,0,1
Pri_ET_Study2_15,14,1,26,TL,1,4,2,3,BL,1158,1891,733,2,7,0,0,2
Pri_ET_Study2_15,15,1,22,TL,1,3,4,2,TL,0,400,400,1,7,0,0,1
Pri_ET_Study2_15,15,1,22,TL,1,3,4,2,BL,716,1200,484,2,7,0,0,4
Pri_ET_Study2_15,15,1,22,TL,1,3,4,2,TR,1641,1808,167,3,7,0,0,3
Pri_ET_Study2_15,16,2,5,TL,2,1,3,4,TL,0,433,433,1,7,0,0,2
Pri_ET_Study2_15,16,2,5,TL,2,1,3,4,BL,525,958,433,2,7,0,0,3
Pri_ET_Study2_15,16,2,5,TL,2,1,3,4,BR,1825,2008,183,3,7,0,0,4
Pri_ET_Study2_15,17,3,7,TL,3,2,1,4,TL,58,467,409,1,7,0,0,3
Pri_ET_Study2_15,17,3,7,TL,3,2,1,4,BL,525,842,317,2,7,0,0,1
Pri_ET_Study2_15,17,3,7,TL,3,2,1,4,TR,1117,1333,216,3,7,0,0,2
Pri_ET_Study2_15,17,3,7,TL,3,2,1,4,BR,1400,1808,408,4,7,0,0,4
Pri_ET_Study2_15,18,4,176,BL,1,2,4,3,BL,642,958,316,1,7,0,0,4
Pri_ET_Study2_15,18,4,176,BL,1,2,4,3,TR,1350,1500,150,2,7,0,0,2
Pri_ET_Study2_15,18,4,176,BL,1,2,4,3,BR,1558,1775,217,3,7,0,0,3
Pri_ET_Study2_15,19,2,155,BL,4,1,2,3,BL,408,842,434,1,7,0,0,2
Pri_ET_Study2_15,19,2,155,BL,4,1,2,3,TL,942,1450,508,2,7,0,0,4
Pri_ET_Study2_15,20,1,138,BR,2,3,4,1,TL,25,475,450,1,7,0,0,2
Pri_ET_Study2_15,20,1,138,BR,2,3,4,1,BL,675,1750,1075,2,7,0,0,4
Pri_ET_Study2_15,20,1,138,BR,2,3,4,1,BR,1808,2008,200,3,7,0,0,1
Pri_ET_Study2_15,21,2,2,TL,2,1,4,3,TL,483,658,175,1,7,0,0,2
Pri_ET_Study2_15,21,2,2,TL,2,1,4,3,BL,733,900,167,2,7,0,0,4
Pri_ET_Study2_15,21,2,2,TL,2,1,4,3,TL,1267,1567,300,3,7,0,0,2
Pri_ET_Study2_15,22,4,10,TR,1,4,2,3,TR,242,392,150,1,7,0,0,4
Pri_ET_Study2_15,22,4,10,TR,1,4,2,3,TL,442,783,341,2,7,0,0,1
Pri_ET_Study2_15,22,4,10,TR,1,4,2,3,BL,975,1133,158,3,7,0,0,2
Pri_ET_Study2_15,22,4,10,TR,1,4,2,3,TR,1475,1650,175,4,7,0,0,4
Pri_ET_Study2_15,22,4,10,TR,1,4,2,3,BR,1717,2008,291,5,7,0,0,3
Pri_ET_Study2_15,23,4,39,BL,3,1,4,2,TL,167,675,508,1,7,0,0,3
Pri_ET_Study2_15,23,4,39,BL,3,1,4,2,BL,767,959,192,2,7,0,0,4
Pri_ET_Study2_15,23,4,39,BL,3,1,4,2,TR,1109,1267,158,3,7,0,0,1
Pri_ET_Study2_15,23,4,39,BL,3,1,4,2,BR,1559,1775,216,4,7,0,0,2
Pri_ET_Study2_15,23,4,39,BL,3,1,4,2,TL,1842,2017,175,5,7,0,0,3
Pri_ET_Study2_15,24,1,13,BL,2,4,1,3,TL,0,358,358,1,7,0,0,2
Pri_ET_Study2_15,24,1,13,BL,2,4,1,3,BL,592,792,200,2,7,0,0,1
Pri_ET_Study2_15,24,1,13,BL,2,4,1,3,TL,1083,1250,167,3,7,0,0,2
Pri_ET_Study2_15,24,1,13,BL,2,4,1,3,BR,1758,2000,242,4,7,0,0,3
Pri_ET_Study2_15,25,1,11,BR,4,2,3,1,TR,158,308,150,1,7,0,0,2
Pri_ET_Study2_15,25,1,11,BR,4,2,3,1,TL,433,783,350,2,7,0,0,4
Pri_ET_Study2_15,25,1,11,BR,4,2,3,1,BL,916,1383,467,3,7,0,0,3
Pri_ET_Study2_15,26,4,4,TR,3,4,2,1,BR,342,659,317,1,7,0,0,1
Pri_ET_Study2_15,26,4,4,TR,3,4,2,1,BL,859,1350,491,2,7,0,0,2
Pri_ET_Study2_15,26,4,4,TR,3,4,2,1,TL,1417,1609,192,3,7,0,0,3
Pri_ET_Study2_15,26,4,4,TR,3,4,2,1,TR,1859,2009,150,4,7,0,0,4
Pri_ET_Study2_15,27,1,35,BL,3,2,1,4,TR,333,483,150,1,7,0,0,2
Pri_ET_Study2_15,27,1,35,BL,3,2,1,4,BL,717,867,150,2,7,0,0,1
Pri_ET_Study2_15,27,1,35,BL,3,2,1,4,TL,1233,1625,392,3,7,0,0,3
Pri_ET_Study2_15,27,1,35,BL,3,2,1,4,BL,1850,2008,158,4,7,0,0,1
Pri_ET_Study2_15,28,4,42,TL,4,3,2,1,BL,617,925,308,1,7,0,0,2
Pri_ET_Study2_15,28,4,42,TL,4,3,2,1,TL,1033,1675,642,2,7,0,0,4
Pri_ET_Study2_15,29,4,8,TR,2,4,3,1,BR,625,941,316,1,7,0,0,1
Pri_ET_Study2_15,29,4,8,TR,2,4,3,1,TR,1716,1958,242,2,7,0,0,4
Pri_ET_Study2_15,30,3,3,BR,1,4,2,3,BR,558,892,334,1,7,0,0,3
Pri_ET_Study2_15,30,3,3,BR,1,4,2,3,BL,1317,1758,441,2,7,0,0,2
Pri_ET_Study2_15,30,3,3,BR,1,4,2,3,TL,1825,2008,183,3,7,0,0,1
Pri_ET_Study2_15,31,4,3,BL,1,3,4,2,TL,0,242,242,1,7,0,0,1
Pri_ET_Study2_15,31,4,3,BL,1,3,4,2,BL,684,1050,366,2,7,0,0,4
Pri_ET_Study2_15,31,4,3,BL,1,3,4,2,TR,1417,1759,342,3,7,0,0,3
Pri_ET_Study2_15,31,4,3,BL,1,3,4,2,BR,1825,2009,184,4,7,0,0,2
Pri_ET_Study2_15,32,1,23,BR,3,4,2,1,TL,366,550,184,1,7,0,0,3
Pri_ET_Study2_15,32,1,23,BR,3,4,2,1,BL,783,1100,317,2,7,0,0,2
Pri_ET_Study2_15,32,1,23,BR,3,4,2,1,BR,1233,1458,225,3,7,0,0,1
Pri_ET_Study2_15,32,1,23,BR,3,4,2,1,TR,1716,1875,159,4,7,0,0,4
Pri_ET_Study2_15,33,1,65,TR,2,1,4,3,BL,808,1341,533,1,7,0,0,4
Pri_ET_Study2_15,33,1,65,TR,2,1,4,3,TR,1566,1741,175,2,7,0,0,1
Pri_ET_Study2_15,33,1,65,TR,2,1,4,3,BR,1800,1958,158,3,7,0,0,3
Pri_ET_Study2_15,34,4,75,BR,2,1,3,4,BR,908,1058,150,1,7,0,0,4
Pri_ET_Study2_15,34,4,75,BR,2,1,3,4,TR,1549,1699,150,2,7,0,0,1
Pri_ET_Study2_15,35,2,24,BL,1,3,2,4,TL,175,492,317,1,7,0,0,1
Pri_ET_Study2_15,35,2,24,BL,1,3,2,4,BL,608,825,217,2,7,0,0,2
Pri_ET_Study2_15,36,4,26,TR,3,4,1,2,TL,0,175,175,1,7,0,0,3
Pri_ET_Study2_15,36,4,26,TR,3,4,1,2,BL,450,800,350,2,7,0,0,1
Pri_ET_Study2_15,36,4,26,TR,3,4,1,2,TR,1150,1442,292,3,7,0,0,4
Pri_ET_Study2_15,37,1,179,BR,4,3,2,1,BL,541,708,167,1,7,0,0,2
Pri_ET_Study2_15,37,1,179,BR,4,3,2,1,TL,858,1274,416,2,7,0,0,4
Pri_ET_Study2_15,37,1,179,BR,4,3,2,1,BL,1374,1741,367,3,7,0,0,2
Pri_ET_Study2_15,37,1,179,BR,4,3,2,1,TR,1824,2008,184,4,7,0,0,3
Pri_ET_Study2_15,38,2,85,BR,4,1,3,2,BL,633,1066,433,1,7,0,0,3
Pri_ET_Study2_15,38,2,85,BR,4,1,3,2,TR,1150,1516,366,2,7,0,0,1
Pri_ET_Study2_15,38,2,85,BR,4,1,3,2,BR,1608,1849,241,3,7,0,0,2
Pri_ET_Study2_15,39,1,12,TR,3,1,4,2,BR,700,1258,558,1,7,0,0,2
Pri_ET_Study2_15,39,1,12,TR,3,1,4,2,BL,1575,1750,175,2,7,0,0,4
Pri_ET_Study2_15,39,1,12,TR,3,1,4,2,TL,1833,2008,175,3,7,0,0,3
Pri_ET_Study2_15,40,4,92,TL,4,2,1,3,TR,234,559,325,1,7,0,0,2
Pri_ET_Study2_15,40,4,92,TL,4,2,1,3,TL,1200,1359,159,2,7,0,0,4
Pri_ET_Study2_15,40,4,92,TL,4,2,1,3,BR,1750,1983,233,3,7,0,0,3
Pri_ET_Study2_15,41,3,29,TL,3,2,4,1,TL,250,491,241,1,7,0,0,3
Pri_ET_Study2_15,41,3,29,TL,3,2,4,1,BL,725,1033,308,2,7,0,0,4
Pri_ET_Study2_15,41,3,29,TL,3,2,4,1,BR,1616,1783,167,3,7,0,0,1
Pri_ET_Study2_15,42,3,16,BR,4,1,2,3,TL,192,592,400,1,7,0,0,4
Pri_ET_Study2_15,42,3,16,BR,4,1,2,3,BL,867,1209,342,2,7,0,0,2
Pri_ET_Study2_15,43,1,65,TL,1,4,2,3,BL,642,917,275,1,7,0,0,2
Pri_ET_Study2_15,43,1,65,TL,1,4,2,3,TL,1050,1375,325,2,7,0,0,1
Pri_ET_Study2_15,43,1,65,TL,1,4,2,3,BL,1442,1641,199,3,7,0,0,2
Pri_ET_Study2_15,44,1,12,BR,2,3,4,1,TL,325,633,308,1,7,0,0,2
Pri_ET_Study2_15,44,1,12,BR,2,3,4,1,BL,700,1167,467,2,7,0,0,4
Pri_ET_Study2_15,45,1,19,BR,2,4,3,1,TL,225,400,175,1,7,0,0,2
Pri_ET_Study2_15,45,1,19,BR,2,4,3,1,BL,733,892,159,2,7,0,0,3
Pri_ET_Study2_15,45,1,19,BR,2,4,3,1,TR,1008,1225,217,3,7,0,0,4
Pri_ET_Study2_15,45,1,19,BR,2,4,3,1,BR,1450,1608,158,4,7,0,0,1
Pri_ET_Study2_15,45,1,19,BR,2,4,3,1,BL,1775,1925,150,5,7,0,0,3
Pri_ET_Study2_15,46,3,6,BR,4,2,1,3,BL,308,458,150,1,7,0,0,1
Pri_ET_Study2_15,46,3,6,BR,4,2,1,3,TL,858,1100,242,2,7,0,0,4
Pri_ET_Study2_15,46,3,6,BR,4,2,1,3,BR,1675,2000,325,3,7,0,0,3
Pri_ET_Study2_15,47,2,11,TR,4,2,1,3,TL,242,609,367,1,7,0,0,4
Pri_ET_Study2_15,47,2,11,TR,4,2,1,3,BL,817,1634,817,2,7,0,0,1
Pri_ET_Study2_15,47,2,11,TR,4,2,1,3,BR,1700,1925,225,3,7,0,0,3
Pri_ET_Study2_15,48,3,5,BR,1,2,4,3,TL,75,659,584,1,7,0,0,1
Pri_ET_Study2_15,48,3,5,BR,1,2,4,3,TR,825,1242,417,2,7,0,0,2
Pri_ET_Study2_15,48,3,5,BR,1,2,4,3,BR,1817,2000,183,3,7,0,0,3
Pri_ET_Study2_15,49,3,88,BL,4,2,3,1,TL,192,350,158,1,7,0,0,4
Pri_ET_Study2_15,49,3,88,BL,4,2,3,1,TR,517,767,250,2,7,0,0,2
Pri_ET_Study2_15,49,3,88,BL,4,2,3,1,BR,1100,1742,642,3,7,0,0,1
Pri_ET_Study2_15,49,3,88,BL,4,2,3,1,BL,1800,2000,200,4,7,0,0,3
Pri_ET_Study2_15,50,3,9,BR,1,4,2,3,TL,8,333,325,1,7,0,0,1
Pri_ET_Study2_15,50,3,9,BR,1,4,2,3,TR,400,875,475,2,7,0,0,4
Pri_ET_Study2_15,50,3,9,BR,1,4,2,3,BL,1000,1233,233,3,7,0,0,2
Pri_ET_Study2_15,50,3,9,BR,1,4,2,3,BR,1400,1758,358,4,7,0,0,3
Pri_ET_Study2_15,51,1,31,BL,4,2,1,3,TL,0,259,259,1,7,0,0,4
Pri_ET_Study2_15,51,1,31,BL,4,2,1,3,BL,542,725,183,2,7,0,0,1
Pri_ET_Study2_15,51,1,31,BL,4,2,1,3,TL,775,942,167,3,7,0,0,4
Pri_ET_Study2_15,51,1,31,BL,4,2,1,3,BL,1667,1925,258,4,7,0,0,1
Pri_ET_Study2_15,52,1,143,BL,4,3,1,2,TL,242,658,416,1,7,0,0,4
Pri_ET_Study2_15,52,1,143,BL,4,3,1,2,TR,733,933,200,2,7,0,0,3
Pri_ET_Study2_15,52,1,143,BL,4,3,1,2,BR,1466,2008,542,3,7,0,0,2
Pri_ET_Study2_15,53,4,16,BL,3,2,4,1,TL,242,417,175,1,7,0,0,3
Pri_ET_Study2_15,53,4,16,BL,3,2,4,1,BL,617,850,233,2,7,0,0,4
Pri_ET_Study2_15,53,4,16,BL,3,2,4,1,TR,1084,1259,175,3,7,0,0,2
Pri_ET_Study2_15,53,4,16,BL,3,2,4,1,BR,1334,1575,241,4,7,0,0,1
Pri_ET_Study2_15,54,3,14,TL,3,4,1,2,TL,200,392,192,1,7,0,0,3
Pri_ET_Study2_15,54,3,14,TL,3,4,1,2,BL,542,808,266,2,7,0,0,1
Pri_ET_Study2_15,54,3,14,TL,3,4,1,2,BR,883,1042,159,3,7,0,0,2
Pri_ET_Study2_15,54,3,14,TL,3,4,1,2,BL,1225,1392,167,4,7,0,0,1
Pri_ET_Study2_15,54,3,14,TL,3,4,1,2,TR,1692,1842,150,5,7,0,0,4
Pri_ET_Study2_15,55,3,18,TL,3,1,2,4,TL,183,416,233,1,7,0,0,3
Pri_ET_Study2_15,55,3,18,TL,3,1,2,4,TR,466,950,484,2,7,0,0,1
Pri_ET_Study2_15,55,3,18,TL,3,1,2,4,BL,1166,1391,225,3,7,0,0,2
Pri_ET_Study2_15,56,1,8,BL,2,3,1,4,TL,50,467,417,1,7,0,0,2
Pri_ET_Study2_15,56,1,8,BL,2,3,1,4,TR,508,875,367,2,7,0,0,3
Pri_ET_Study2_15,56,1,8,BL,2,3,1,4,BL,950,1200,250,3,7,0,0,1
Pri_ET_Study2_15,56,1,8,BL,2,3,1,4,BR,1425,1866,441,4,7,0,0,4
Pri_ET_Study2_15,57,3,154,TR,1,3,2,4,TL,200,467,267,1,7,0,0,1
Pri_ET_Study2_15,57,3,154,TR,1,3,2,4,TR,525,1392,867,2,7,0,0,3
Pri_ET_Study2_15,57,3,154,TR,1,3,2,4,BL,1483,1858,375,3,7,0,0,2
Pri_ET_Study2_15,58,2,65,TL,2,1,4,3,TL,200,542,342,1,7,0,0,2
Pri_ET_Study2_15,58,2,65,TL,2,1,4,3,TR,900,1650,750,2,7,0,0,1
Pri_ET_Study2_15,58,2,65,TL,2,1,4,3,BL,1783,1942,159,3,7,0,0,4
Pri_ET_Study2_15,59,4,3,TL,4,3,1,2,TL,433,600,167,1,7,0,0,4
Pri_ET_Study2_15,59,4,3,TL,4,3,1,2,TR,800,1608,808,2,7,0,0,3
Pri_ET_Study2_15,60,1,135,TL,1,3,2,4,TL,525,725,200,1,7,0,0,1
Pri_ET_Study2_15,60,1,135,TL,1,3,2,4,BR,1192,2000,808,2,7,0,0,4
Pri_ET_Study2_15,61,3,11,BL,4,1,3,2,TL,0,425,425,1,7,0,0,4
Pri_ET_Study2_15,61,3,11,BL,4,1,3,2,TR,842,1050,208,2,7,0,0,1
Pri_ET_Study2_15,61,3,11,BL,4,1,3,2,BL,1125,1309,184,3,7,0,0,3
Pri_ET_Study2_15,61,3,11,BL,4,1,3,2,BR,1359,1559,200,4,7,0,0,2
Pri_ET_Study2_15,62,1,5,TR,4,1,3,2,TL,0,333,333,1,7,0,0,4
Pri_ET_Study2_15,62,1,5,TR,4,1,3,2,TR,591,774,183,2,7,0,0,1
Pri_ET_Study2_15,62,1,5,TR,4,1,3,2,BR,1191,1958,767,3,7,0,0,2
Pri_ET_Study2_15,63,1,23,BL,2,4,1,3,TL,225,525,300,1,7,0,0,2
Pri_ET_Study2_15,63,1,23,BL,2,4,1,3,TR,833,1116,283,2,7,0,0,4
Pri_ET_Study2_15,63,1,23,BL,2,4,1,3,TL,1166,1366,200,3,7,0,0,2
Pri_ET_Study2_15,63,1,23,BL,2,4,1,3,BL,1833,2008,175,4,7,0,0,1
Pri_ET_Study2_15,64,4,145,TL,4,3,2,1,BR,1358,1650,292,1,7,0,0,1
Pri_ET_Study2_15,64,4,145,TL,4,3,2,1,BL,1775,2008,233,2,7,0,0,2
Pri_ET_Study2_15,65,2,3,TL,2,4,3,1,TL,92,450,358,1,7,0,0,2
Pri_ET_Study2_15,65,2,3,TL,2,4,3,1,TR,533,733,200,2,7,0,0,4
Pri_ET_Study2_15,65,2,3,TL,2,4,3,1,BL,1058,1308,250,3,7,0,0,3
Pri_ET_Study2_15,65,2,3,TL,2,4,3,1,BR,1533,1708,175,4,7,0,0,1
Pri_ET_Study2_15,65,2,3,TL,2,4,3,1,BL,1767,1942,175,5,7,0,0,3
Pri_ET_Study2_15,66,2,171,BL,3,4,2,1,TR,600,767,167,1,7,0,0,4
Pri_ET_Study2_15,66,2,171,BL,3,4,2,1,TL,1100,1291,191,2,7,0,0,3
Pri_ET_Study2_15,66,2,171,BL,3,4,2,1,TR,1533,1941,408,3,7,0,0,4
Pri_ET_Study2_15,67,2,7,BL,3,1,2,4,TL,192,642,450,1,7,0,0,3
Pri_ET_Study2_15,67,2,7,BL,3,1,2,4,TR,700,1291,591,2,7,0,0,1
Pri_ET_Study2_15,67,2,7,BL,3,1,2,4,BR,1558,1816,258,3,7,0,0,4
Pri_ET_Study2_15,68,1,0,TR,4,1,2,3,TL,0,408,408,1,7,0,0,4
Pri_ET_Study2_15,68,1,0,TR,4,1,2,3,TR,441,1025,584,2,7,0,0,1
Pri_ET_Study2_15,68,1,0,TR,4,1,2,3,BR,1583,1825,242,3,7,0,0,3
Pri_ET_Study2_15,69,2,21,BR,1,4,3,2,TL,0,383,383,1,7,0,0,1
Pri_ET_Study2_15,69,2,21,BR,1,4,3,2,TR,450,1008,558,2,7,0,0,4
Pri_ET_Study2_15,69,2,21,BR,1,4,3,2,BL,1066,1349,283,3,7,0,0,3
Pri_ET_Study2_15,69,2,21,BR,1,4,3,2,BR,1408,1924,516,4,7,0,0,2
Pri_ET_Study2_15,70,2,4,TR,1,2,4,3,TL,416,566,150,1,7,0,0,1
Pri_ET_Study2_15,70,2,4,TR,1,2,4,3,BL,1649,1799,150,2,7,0,0,4
Pri_ET_Study2_15,70,2,4,TR,1,2,4,3,BR,1841,2008,167,3,7,0,0,3
Pri_ET_Study2_15,71,4,2,BR,1,2,3,4,TL,209,359,150,1,7,0,0,1
Pri_ET_Study2_15,71,4,2,BR,1,2,3,4,TR,575,1300,725,2,7,0,0,2
Pri_ET_Study2_15,71,4,2,BR,1,2,3,4,BL,1542,1717,175,3,7,0,0,3
Pri_ET_Study2_15,71,4,2,BR,1,2,3,4,BR,1859,2009,150,4,7,0,0,4
Pri_ET_Study2_15,72,2,7,BL,3,1,2,4,TL,325,750,425,1,7,0,0,3
Pri_ET_Study2_15,72,2,7,BL,3,1,2,4,TR,916,1350,434,2,7,0,0,1
Pri_ET_Study2_15,72,2,7,BL,3,1,2,4,BL,1616,2008,392,3,7,0,0,2
Pri_ET_Study2_15,73,2,41,BR,1,3,4,2,TR,9,775,766,1,7,0,0,3
Pri_ET_Study2_15,73,2,41,BR,1,3,4,2,TL,825,1067,242,2,7,0,0,1
Pri_ET_Study2_15,73,2,41,BR,1,3,4,2,BR,1750,2009,259,3,7,0,0,2
Pri_ET_Study2_15,74,2,2,TR,4,2,3,1,TR,942,1167,225,1,7,0,0,2
Pri_ET_Study2_15,74,2,2,TR,4,2,3,1,BR,1800,2000,200,2,7,0,0,1
Pri_ET_Study2_15,75,1,16,BL,3,4,1,2,TL,408,616,208,1,7,0,0,3
Pri_ET_Study2_15,75,1,16,BL,3,4,1,2,TR,691,1475,784,2,7,0,0,4
Pri_ET_Study2_15,76,4,12,BR,2,3,1,4,TL,217,383,166,1,7,0,0,2
Pri_ET_Study2_15,76,4,12,BR,2,3,1,4,BL,533,683,150,2,7,0,0,1
Pri_ET_Study2_15,76,4,12,BR,2,3,1,4,TR,767,1717,950,3,7,0,0,3
Pri_ET_Study2_15,76,4,12,BR,2,3,1,4,BL,1783,1958,175,4,7,0,0,1
Pri_ET_Study2_15,77,3,45,BL,4,1,3,2,TL,200,425,225,1,7,0,0,4
Pri_ET_Study2_15,77,3,45,BL,4,1,3,2,TR,684,850,166,2,7,0,0,1
Pri_ET_Study2_15,77,3,45,BL,4,1,3,2,TL,909,1109,200,3,7,0,0,4
Pri_ET_Study2_15,77,3,45,BL,4,1,3,2,BR,1284,2009,725,4,7,0,0,2
Pri_ET_Study2_15,78,3,123,BL,2,1,3,4,TL,175,409,234,1,7,0,0,2
Pri_ET_Study2_15,78,3,123,BL,2,1,3,4,TR,467,1017,550,2,7,0,0,1
Pri_ET_Study2_15,78,3,123,BL,2,1,3,4,BR,1434,2009,575,3,7,0,0,4
Pri_ET_Study2_15,79,1,124,TL,1,4,3,2,TL,250,425,175,1,7,0,0,1
Pri_ET_Study2_15,79,1,124,TL,1,4,3,2,TR,608,1041,433,2,7,0,0,4
Pri_ET_Study2_15,79,1,124,TL,1,4,3,2,BL,1100,1491,391,3,7,0,0,3
Pri_ET_Study2_15,79,1,124,TL,1,4,3,2,BR,1550,1766,216,4,7,0,0,2
Pri_ET_Study2_15,80,2,51,BL,4,3,2,1,TL,208,591,383,1,7,0,0,4
Pri_ET_Study2_15,80,2,51,BL,4,3,2,1,TR,733,950,217,2,7,0,0,3
Pri_ET_Study2_15,80,2,51,BL,4,3,2,1,BR,1308,2008,700,3,7,0,0,1
Pri_ET_Study2_15,81,4,141,TR,3,4,1,2,TL,183,408,225,1,7,0,0,3
Pri_ET_Study2_15,81,4,141,TR,3,4,1,2,TR,566,841,275,2,7,0,0,4
Pri_ET_Study2_15,81,4,141,TR,3,4,1,2,BL,1125,1350,225,3,7,0,0,1
Pri_ET_Study2_15,81,4,141,TR,3,4,1,2,TR,1800,1991,191,4,7,0,0,4
Pri_ET_Study2_15,82,4,133,TL,4,3,1,2,TL,366,566,200,1,7,0,0,4
Pri_ET_Study2_15,82,4,133,TL,4,3,1,2,TR,591,999,408,2,7,0,0,3
Pri_ET_Study2_15,82,4,133,TL,4,3,1,2,BR,1049,1216,167,3,7,0,0,2
Pri_ET_Study2_15,82,4,133,TL,4,3,1,2,BL,1549,1774,225,4,7,0,0,1
Pri_ET_Study2_15,82,4,133,TL,4,3,1,2,BR,1841,2008,167,5,7,0,0,2
Pri_ET_Study2_15,83,2,1,BL,1,4,2,3,TL,225,450,225,1,7,0,0,1
Pri_ET_Study2_15,83,2,1,BL,1,4,2,3,TR,509,875,366,2,7,0,0,4
Pri_ET_Study2_15,83,2,1,BL,1,4,2,3,BR,1225,1967,742,3,7,0,0,3
Pri_ET_Study2_15,84,3,118,TR,4,3,1,2,TL,517,683,166,1,7,0,0,4
Pri_ET_Study2_15,84,3,118,TR,4,3,1,2,TR,817,1042,225,2,7,0,0,3
Pri_ET_Study2_15,84,3,118,TR,4,3,1,2,BL,1417,1658,241,3,7,0,0,1
Pri_ET_Study2_15,84,3,118,TR,4,3,1,2,BR,1725,2000,275,4,7,0,0,2
