id,trial,tested_item_points,recallError,tested_SL,TL,TR,BL,BR,AOI,start,end,duration,entry_n,trial_period,exclude_pp,exclude_trial_phase7,AOI_value
Pri_ET_Study2_22,164,3,177,BL,2,4,3,1,TL,792,942,150,2,7,0,0,2
Pri_ET_Study2_22,164,3,177,BL,2,4,3,1,TR,983,1158,175,3,7,0,0,4
Pri_ET_Study2_22,164,3,177,BL,2,4,3,1,TL,1525,2008,483,4,7,0,0,2
Pri_ET_Study2_22,165,4,2,TL,4,2,1,3,TL,0,917,917,1,7,0,0,4
Pri_ET_Study2_22,165,4,2,TL,4,2,1,3,TR,967,2009,1042,2,7,0,0,2
Pri_ET_Study2_22,166,1,6,BL,2,3,1,4,BR,0,1058,1058,1,7,0,0,4
Pri_ET_Study2_22,166,1,6,BL,2,3,1,4,TL,1358,1950,592,2,7,0,0,2
Pri_ET_Study2_22,167,2,25,BR,1,3,4,2,TL,233,1683,1450,1,7,0,0,1
Pri_ET_Study2_22,167,2,25,BR,1,3,4,2,BR,1750,2008,258,2,7,0,0,2
Pri_ET_Study2_22,168,1,77,BR,3,2,4,1,BR,166,975,809,1,7,0,0,1
Pri_ET_Study2_22,168,1,77,BR,3,2,4,1,TR,1141,2016,875,2,7,0,0,2
Pri_ET_Study2_22,169,1,7,TL,1,2,4,3,TR,233,817,584,1,7,0,0,2
Pri_ET_Study2_22,169,1,7,TL,1,2,4,3,BR,883,1075,192,2,7,0,0,3
Pri_ET_Study2_22,169,1,7,TL,1,2,4,3,TR,1117,1941,824,3,7,0,0,2
Pri_ET_Study2_22,170,1,43,BR,3,2,4,1,BL,0,783,783,1,7,0,0,4
Pri_ET_Study2_22,170,1,43,BR,3,2,4,1,TL,833,1158,325,2,7,0,0,3
Pri_ET_Study2_22,170,1,43,BR,3,2,4,1,BL,1300,1758,458,3,7,0,0,4
Pri_ET_Study2_22,171,3,33,TL,3,1,4,2,BL,0,1192,1192,1,7,0,0,4
Pri_ET_Study2_22,171,3,33,TL,3,1,4,2,TR,1325,1800,475,2,7,0,0,1
Pri_ET_Study2_22,171,3,33,TL,3,1,4,2,TL,1858,2008,150,3,7,0,0,3
Pri_ET_Study2_22,172,1,40,TR,3,1,2,4,BR,0,1417,1417,1,7,0,0,4
Pri_ET_Study2_22,172,1,40,TR,3,1,2,4,TR,1592,2017,425,2,7,0,0,1
Pri_ET_Study2_22,173,3,18,TL,3,2,1,4,BR,9,1142,1133,1,7,0,0,4
Pri_ET_Study2_22,173,3,18,TL,3,2,1,4,TL,1350,2009,659,2,7,0,0,3
Pri_ET_Study2_22,174,2,6,TR,1,2,3,4,BR,0,1075,1075,1,7,0,0,4
Pri_ET_Study2_22,174,2,6,TR,1,2,3,4,TR,1125,2009,884,2,7,0,0,2
Pri_ET_Study2_22,175,4,11,BL,1,2,4,3,BL,84,1225,1141,1,7,0,0,4
Pri_ET_Study2_22,175,4,11,BL,1,2,4,3,TR,1633,1875,242,2,7,0,0,2
Pri_ET_Study2_22,176,3,100,BL,4,2,3,1,TL,0,767,767,1,7,0,0,4
Pri_ET_Study2_22,176,3,100,BL,4,2,3,1,BR,958,1125,167,2,7,0,0,1
Pri_ET_Study2_22,176,3,100,BL,4,2,3,1,TL,1167,1742,575,3,7,0,0,4
Pri_ET_Study2_22,176,3,100,BL,4,2,3,1,BR,1842,2008,166,4,7,0,0,1
Pri_ET_Study2_22,177,3,64,TR,4,3,2,1,TL,25,1083,1058,1,7,0,0,4
Pri_ET_Study2_22,177,3,64,TR,4,3,2,1,BL,1150,1883,733,2,7,0,0,2
Pri_ET_Study2_22,178,4,58,TL,4,3,1,2,TL,92,950,858,1,7,0,0,4
Pri_ET_Study2_22,178,4,58,TL,4,3,1,2,TR,983,1591,608,2,7,0,0,3
Pri_ET_Study2_22,178,4,58,TL,4,3,1,2,BR,1783,2008,225,3,7,0,0,2
Pri_ET_Study2_22,179,2,146,TL,2,4,3,1,TR,0,1800,1800,1,7,0,0,4
Pri_ET_Study2_22,180,1,18,TR,4,1,2,3,TL,141,1641,1500,1,7,0,0,4
Pri_ET_Study2_22,180,1,18,TR,4,1,2,3,TR,1683,2008,325,2,7,0,0,1
Pri_ET_Study2_22,181,1,31,TR,3,1,2,4,BR,0,1417,1417,1,7,0,0,4
Pri_ET_Study2_22,181,1,31,TR,3,1,2,4,TL,1592,2008,416,2,7,0,0,3
Pri_ET_Study2_22,182,1,118,TL,1,4,3,2,TR,67,1100,1033,1,7,0,0,4
Pri_ET_Study2_22,182,1,118,TL,1,4,3,2,BL,1209,1733,524,2,7,0,0,3
Pri_ET_Study2_22,182,1,118,TL,1,4,3,2,BR,1775,2008,233,3,7,0,0,2
Pri_ET_Study2_22,183,3,65,TR,4,3,1,2,TL,0,992,992,1,7,0,0,4
Pri_ET_Study2_22,183,3,65,TR,4,3,1,2,BR,1342,1875,533,2,7,0,0,2
Pri_ET_Study2_22,184,1,139,BL,2,4,1,3,TR,0,975,975,1,7,0,0,4
Pri_ET_Study2_22,184,1,139,BL,2,4,1,3,BR,1025,2008,983,2,7,0,0,3
Pri_ET_Study2_22,185,2,32,TL,2,1,3,4,TR,158,1483,1325,1,7,0,0,1
Pri_ET_Study2_22,185,2,32,TL,2,1,3,4,BR,1533,1692,159,2,7,0,0,4
Pri_ET_Study2_22,186,1,16,TR,2,1,3,4,BR,0,750,750,1,7,0,0,4
Pri_ET_Study2_22,186,1,16,TR,2,1,3,4,TL,800,1667,867,2,7,0,0,2
Pri_ET_Study2_22,186,1,16,TR,2,1,3,4,BL,1717,2000,283,3,7,0,0,3
Pri_ET_Study2_22,187,4,3,TR,1,4,3,2,TR,0,1958,1958,1,7,0,0,4
Pri_ET_Study2_22,188,3,19,TR,1,3,2,4,BR,0,1192,1192,1,7,0,0,4
Pri_ET_Study2_22,188,3,19,TR,1,3,2,4,BL,1350,1975,625,2,7,0,0,2
Pri_ET_Study2_22,189,3,12,BR,1,4,2,3,TR,0,917,917,1,7,0,0,4
Pri_ET_Study2_22,189,3,12,BR,1,4,2,3,BL,1084,2009,925,2,7,0,0,2
Pri_ET_Study2_22,190,4,16,TR,3,4,2,1,TR,0,975,975,1,7,0,0,4
Pri_ET_Study2_22,190,4,16,TR,3,4,2,1,TL,1008,1900,892,2,7,0,0,3
Pri_ET_Study2_22,191,2,137,BL,3,1,2,4,TR,150,900,750,1,7,0,0,1
Pri_ET_Study2_22,191,2,137,BL,3,1,2,4,BL,959,1334,375,2,7,0,0,2
Pri_ET_Study2_22,191,2,137,BL,3,1,2,4,TL,1575,2009,434,3,7,0,0,3
Pri_ET_Study2_22,192,1,11,TR,4,1,3,2,TR,0,774,774,1,7,0,0,1
Pri_ET_Study2_22,192,1,11,TR,4,1,3,2,BL,833,1383,550,2,7,0,0,3
Pri_ET_Study2_22,192,1,11,TR,4,1,3,2,BR,1408,1624,216,3,7,0,0,2
Pri_ET_Study2_22,192,1,11,TR,4,1,3,2,TR,1758,1941,183,4,7,0,0,1
Pri_ET_Study2_24,1,3,17,TL,3,2,1,4,BR,92,384,292,1,7,0,0,4
Pri_ET_Study2_24,1,3,17,TL,3,2,1,4,TL,475,1142,667,2,7,0,0,3
Pri_ET_Study2_24,1,3,17,TL,3,2,1,4,TR,1184,1592,408,3,7,0,0,2
Pri_ET_Study2_24,1,3,17,TL,3,2,1,4,BL,1759,2009,250,4,7,0,0,1
Pri_ET_Study2_24,2,2,120,TL,2,3,4,1,BL,41,908,867,1,7,0,0,4
Pri_ET_Study2_24,2,2,120,TL,2,3,4,1,TR,975,1333,358,2,7,0,0,3
Pri_ET_Study2_24,2,2,120,TL,2,3,4,1,TL,1366,2008,642,3,7,0,0,2
Pri_ET_Study2_24,3,4,83,BR,1,2,3,4,BR,0,767,767,1,7,0,0,4
Pri_ET_Study2_24,3,4,83,BR,1,2,3,4,BL,808,1475,667,2,7,0,0,3
Pri_ET_Study2_24,3,4,83,BR,1,2,3,4,TR,1633,2008,375,3,7,0,0,2
Pri_ET_Study2_24,4,4,32,TL,4,3,1,2,TL,0,808,808,1,7,0,0,4
Pri_ET_Study2_24,4,4,32,TL,4,3,1,2,TR,858,1416,558,2,7,0,0,3
Pri_ET_Study2_24,4,4,32,TL,4,3,1,2,BL,1616,2008,392,3,7,0,0,1
Pri_ET_Study2_24,5,4,36,TL,4,2,1,3,TL,0,634,634,1,7,0,0,4
Pri_ET_Study2_24,5,4,36,TL,4,2,1,3,TR,675,834,159,2,7,0,0,2
Pri_ET_Study2_24,5,4,36,TL,4,2,1,3,BR,1009,1250,241,3,7,0,0,3
Pri_ET_Study2_24,5,4,36,TL,4,2,1,3,BL,1292,1875,583,4,7,0,0,1
Pri_ET_Study2_24,6,3,25,TL,3,1,2,4,BR,0,617,617,1,7,0,0,4
Pri_ET_Study2_24,6,3,25,TL,3,1,2,4,TL,684,1334,650,2,7,0,0,3
Pri_ET_Study2_24,6,3,25,TL,3,1,2,4,BL,1384,1750,366,3,7,0,0,2
Pri_ET_Study2_24,6,3,25,TL,3,1,2,4,TR,1800,1983,183,4,7,0,0,1
Pri_ET_Study2_24,7,3,77,TR,4,3,1,2,TL,0,350,350,1,7,0,0,4
Pri_ET_Study2_24,7,3,77,TR,4,3,1,2,TR,533,1058,525,2,7,0,0,3
Pri_ET_Study2_24,7,3,77,TR,4,3,1,2,BL,1292,1492,200,3,7,0,0,1
Pri_ET_Study2_24,7,3,77,TR,4,3,1,2,BR,1675,1908,233,4,7,0,0,2
Pri_ET_Study2_24,8,2,44,BR,1,4,3,2,TR,0,283,283,1,7,0,0,4
Pri_ET_Study2_24,8,2,44,BR,1,4,3,2,TR,650,925,275,2,7,0,0,4
Pri_ET_Study2_24,8,2,44,BR,1,4,3,2,BL,983,1325,342,3,7,0,0,3
Pri_ET_Study2_24,8,2,44,BR,1,4,3,2,BR,1366,1633,267,4,7,0,0,2
Pri_ET_Study2_24,8,2,44,BR,1,4,3,2,TL,1691,1866,175,5,7,0,0,1
Pri_ET_Study2_24,9,4,5,TR,3,4,2,1,TR,0,333,333,1,7,0,0,4
Pri_ET_Study2_24,9,4,5,TR,3,4,2,1,TL,450,1275,825,2,7,0,0,3
Pri_ET_Study2_24,9,4,5,TR,3,4,2,1,BL,1316,1866,550,3,7,0,0,2
Pri_ET_Study2_24,10,3,89,BL,1,2,3,4,BR,0,358,358,1,7,0,0,4
Pri_ET_Study2_24,10,3,89,BL,1,2,3,4,BL,400,941,541,2,7,0,0,3
Pri_ET_Study2_24,10,3,89,BL,1,2,3,4,TL,991,1199,208,3,7,0,0,1
Pri_ET_Study2_24,10,3,89,BL,1,2,3,4,TR,1241,1683,442,4,7,0,0,2
Pri_ET_Study2_24,10,3,89,BL,1,2,3,4,TL,1724,2008,284,5,7,0,0,1
Pri_ET_Study2_24,11,1,81,BR,2,3,4,1,BL,200,509,309,1,7,0,0,4
Pri_ET_Study2_24,11,1,81,BR,2,3,4,1,TL,542,708,166,2,7,0,0,2
Pri_ET_Study2_24,11,1,81,BR,2,3,4,1,TR,833,1267,434,3,7,0,0,3
Pri_ET_Study2_24,11,1,81,BR,2,3,4,1,TL,1300,1850,550,4,7,0,0,2
Pri_ET_Study2_24,12,1,12,BR,4,2,3,1,TL,0,442,442,1,7,0,0,4
Pri_ET_Study2_24,12,1,12,BR,4,2,3,1,TR,475,700,225,2,7,0,0,2
Pri_ET_Study2_24,12,1,12,BR,4,2,3,1,BL,758,1142,384,3,7,0,0,3
Pri_ET_Study2_24,12,1,12,BR,4,2,3,1,TR,1183,1592,409,4,7,0,0,2
Pri_ET_Study2_24,12,1,12,BR,4,2,3,1,BR,1642,2008,366,5,7,0,0,1
Pri_ET_Study2_24,13,4,104,BL,2,1,4,3,BL,0,292,292,1,7,0,0,4
Pri_ET_Study2_24,13,4,104,BL,2,1,4,3,TL,333,642,309,2,7,0,0,2
Pri_ET_Study2_24,13,4,104,BL,2,1,4,3,BR,708,1533,825,3,7,0,0,3
Pri_ET_Study2_24,13,4,104,BL,2,1,4,3,TL,1733,2000,267,4,7,0,0,2
Pri_ET_Study2_24,14,1,115,TL,1,2,4,3,BL,0,875,875,1,7,0,0,4
Pri_ET_Study2_24,14,1,115,TL,1,2,4,3,TR,1233,1400,167,2,7,0,0,2
Pri_ET_Study2_24,14,1,115,TL,1,2,4,3,TL,1441,2000,559,3,7,0,0,1
Pri_ET_Study2_24,15,3,160,TL,3,2,4,1,BL,192,492,300,1,7,0,0,4
Pri_ET_Study2_24,15,3,160,TL,3,2,4,1,TL,733,983,250,2,7,0,0,3
Pri_ET_Study2_24,15,3,160,TL,3,2,4,1,TR,1083,1300,217,3,7,0,0,2
Pri_ET_Study2_24,15,3,160,TL,3,2,4,1,BR,1350,1767,417,4,7,0,0,1
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,TL,0,550,550,1,7,0,0,4
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,TR,591,741,150,2,7,0,0,2
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,BR,783,1175,392,3,7,0,0,3
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,TR,1225,1408,183,4,7,0,0,2
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,TL,1458,1633,175,5,7,0,0,4
Pri_ET_Study2_24,16,3,33,BR,4,2,1,3,BL,1675,1858,183,6,7,0,0,1
Pri_ET_Study2_24,17,3,32,TR,2,3,4,1,BL,0,758,758,1,7,0,0,4
Pri_ET_Study2_24,17,3,32,TR,2,3,4,1,TR,808,1241,433,2,7,0,0,3
Pri_ET_Study2_24,17,3,32,TR,2,3,4,1,TL,1283,1824,541,3,7,0,0,2
Pri_ET_Study2_24,18,3,87,BR,4,1,2,3,TL,0,633,633,1,7,0,0,4
Pri_ET_Study2_24,18,3,87,BR,4,1,2,3,BR,808,1333,525,2,7,0,0,3
Pri_ET_Study2_24,18,3,87,BR,4,1,2,3,BL,1383,1766,383,3,7,0,0,2
Pri_ET_Study2_24,19,4,29,TR,1,4,3,2,TR,0,425,425,1,7,0,0,4
Pri_ET_Study2_24,19,4,29,TR,1,4,3,2,TL,466,1041,575,2,7,0,0,1
Pri_ET_Study2_24,19,4,29,TR,1,4,3,2,BR,1258,1483,225,3,7,0,0,2
Pri_ET_Study2_24,19,4,29,TR,1,4,3,2,BL,1658,1875,217,4,7,0,0,3
Pri_ET_Study2_24,20,4,16,BR,2,3,1,4,BR,0,925,925,1,7,0,0,4
Pri_ET_Study2_24,20,4,16,BR,2,3,1,4,TL,1125,1325,200,2,7,0,0,2
Pri_ET_Study2_24,20,4,16,BR,2,3,1,4,TR,1533,1783,250,3,7,0,0,3
Pri_ET_Study2_24,20,4,16,BR,2,3,1,4,BL,1841,2016,175,4,7,0,0,1
Pri_ET_Study2_24,21,1,5,TR,4,1,2,3,TL,0,749,749,1,7,0,0,4
Pri_ET_Study2_24,21,1,5,TR,4,1,2,3,BR,925,1274,349,2,7,0,0,3
Pri_ET_Study2_24,21,1,5,TR,4,1,2,3,BL,1316,1941,625,3,7,0,0,2
Pri_ET_Study2_24,22,1,3,TL,1,4,2,3,TR,0,683,683,1,7,0,0,4
Pri_ET_Study2_24,22,1,3,TL,1,4,2,3,BR,741,1108,367,2,7,0,0,3
Pri_ET_Study2_24,22,1,3,TL,1,4,2,3,BL,1158,1399,241,3,7,0,0,2
Pri_ET_Study2_24,22,1,3,TL,1,4,2,3,TL,1449,2008,559,4,7,0,0,1
Pri_ET_Study2_24,23,4,10,TR,3,4,1,2,TR,0,667,667,1,7,0,0,4
Pri_ET_Study2_24,23,4,10,TR,3,4,1,2,TL,709,1092,383,2,7,0,0,3
Pri_ET_Study2_24,23,4,10,TR,3,4,1,2,BL,1142,1450,308,3,7,0,0,1
Pri_ET_Study2_24,23,4,10,TR,3,4,1,2,BR,1492,1759,267,4,7,0,0,2
Pri_ET_Study2_24,24,2,68,TR,3,2,1,4,BR,83,766,683,1,7,0,0,4
Pri_ET_Study2_24,24,2,68,TR,3,2,1,4,TL,966,1491,525,2,7,0,0,3
Pri_ET_Study2_24,24,2,68,TR,3,2,1,4,TR,1533,1858,325,3,7,0,0,2
Pri_ET_Study2_24,25,1,3,TL,1,2,3,4,BR,0,717,717,1,7,0,0,4
Pri_ET_Study2_24,25,1,3,TL,1,2,3,4,BL,758,1492,734,2,7,0,0,3
Pri_ET_Study2_24,25,1,3,TL,1,2,3,4,TL,1533,2008,475,3,7,0,0,1
Pri_ET_Study2_24,26,2,36,BL,4,3,2,1,TL,0,1275,1275,1,7,0,0,4
Pri_ET_Study2_24,26,2,36,BL,4,3,2,1,TR,1325,1867,542,2,7,0,0,3
Pri_ET_Study2_24,27,3,168,BL,1,4,3,2,TR,0,666,666,1,7,0,0,4
Pri_ET_Study2_24,27,3,168,BL,1,4,3,2,BL,724,1166,442,2,7,0,0,3
Pri_ET_Study2_24,27,3,168,BL,1,4,3,2,TL,1233,1699,466,3,7,0,0,1
Pri_ET_Study2_24,27,3,168,BL,1,4,3,2,BR,1758,1916,158,4,7,0,0,2
Pri_ET_Study2_24,28,2,36,TR,1,2,4,3,BL,0,883,883,1,7,0,0,4
Pri_ET_Study2_24,28,2,36,TR,1,2,4,3,BR,925,1416,491,2,7,0,0,3
Pri_ET_Study2_24,28,2,36,TR,1,2,4,3,TR,1475,1716,241,3,7,0,0,2
Pri_ET_Study2_24,29,2,106,BL,1,3,2,4,BR,0,500,500,1,7,0,0,4
Pri_ET_Study2_24,29,2,106,BL,1,3,2,4,TL,950,1200,250,2,7,0,0,1
Pri_ET_Study2_24,29,2,106,BL,1,3,2,4,TR,1242,1458,216,3,7,0,0,3
Pri_ET_Study2_24,29,2,106,BL,1,3,2,4,BL,1642,1800,158,4,7,0,0,2
Pri_ET_Study2_24,29,2,106,BL,1,3,2,4,BR,1842,2008,166,5,7,0,0,4
Pri_ET_Study2_24,30,1,43,TR,4,1,2,3,TL,0,833,833,1,7,0,0,4
Pri_ET_Study2_24,30,1,43,TR,4,1,2,3,BR,983,1325,342,2,7,0,0,3
Pri_ET_Study2_24,30,1,43,TR,4,1,2,3,BL,1483,1667,184,3,7,0,0,2
Pri_ET_Study2_24,30,1,43,TR,4,1,2,3,TL,1717,1900,183,4,7,0,0,4
Pri_ET_Study2_24,31,1,20,BR,4,3,2,1,TL,167,717,550,1,7,0,0,4
Pri_ET_Study2_24,31,1,20,BR,4,3,2,1,TR,750,1433,683,2,7,0,0,3
Pri_ET_Study2_24,31,1,20,BR,4,3,2,1,BL,1808,2000,192,3,7,0,0,2
Pri_ET_Study2_24,32,2,11,TL,2,1,4,3,BL,0,817,817,1,7,0,0,4
Pri_ET_Study2_24,32,2,11,TL,2,1,4,3,BR,867,1700,833,2,7,0,0,3
Pri_ET_Study2_24,33,3,121,BR,2,4,1,3,TR,0,525,525,1,7,0,0,4
Pri_ET_Study2_24,33,3,121,BR,2,4,1,3,TL,567,742,175,2,7,0,0,2
Pri_ET_Study2_24,33,3,121,BR,2,4,1,3,BR,792,1684,892,3,7,0,0,3
Pri_ET_Study2_24,33,3,121,BR,2,4,1,3,TL,1750,1967,217,4,7,0,0,2
Pri_ET_Study2_24,34,3,14,BR,2,1,4,3,TL,0,192,192,1,7,0,0,2
Pri_ET_Study2_24,34,3,14,BR,2,1,4,3,BL,367,867,500,2,7,0,0,4
Pri_ET_Study2_24,34,3,14,BR,2,1,4,3,BR,908,1517,609,3,7,0,0,3
Pri_ET_Study2_24,34,3,14,BR,2,1,4,3,BL,1700,2008,308,4,7,0,0,4
Pri_ET_Study2_24,35,1,16,BL,4,3,1,2,TL,0,1050,1050,1,7,0,0,4
Pri_ET_Study2_24,35,1,16,BL,4,3,1,2,TR,1083,1550,467,2,7,0,0,3
Pri_ET_Study2_24,36,3,12,TR,2,3,1,4,BR,0,775,775,1,7,0,0,4
Pri_ET_Study2_24,36,3,12,TR,2,3,1,4,TR,834,1425,591,2,7,0,0,3
Pri_ET_Study2_24,36,3,12,TR,2,3,1,4,TL,1509,1892,383,3,7,0,0,2
Pri_ET_Study2_24,37,1,102,TR,2,1,4,3,BL,0,908,908,1,7,0,0,4
Pri_ET_Study2_24,37,1,102,TR,2,1,4,3,BR,950,1491,541,2,7,0,0,3
Pri_ET_Study2_24,37,1,102,TR,2,1,4,3,TL,1691,1866,175,3,7,0,0,2
Pri_ET_Study2_24,38,2,163,TR,4,2,3,1,TL,0,842,842,1,7,0,0,4
Pri_ET_Study2_24,38,2,163,TR,4,2,3,1,BL,892,1459,567,2,7,0,0,3
Pri_ET_Study2_24,38,2,163,TR,4,2,3,1,TR,1517,1700,183,3,7,0,0,2
Pri_ET_Study2_24,39,3,8,TL,3,1,4,2,BL,0,667,667,1,7,0,0,4
Pri_ET_Study2_24,39,3,8,TL,3,1,4,2,TL,708,1175,467,2,7,0,0,3
Pri_ET_Study2_24,39,3,8,TL,3,1,4,2,BR,1417,1892,475,3,7,0,0,2
Pri_ET_Study2_24,40,2,12,TR,1,2,3,4,BR,92,1000,908,1,7,0,0,4
Pri_ET_Study2_24,40,2,12,TR,1,2,3,4,BL,1058,1658,600,2,7,0,0,3
Pri_ET_Study2_24,41,2,176,TR,4,2,3,1,TL,0,784,784,1,7,0,0,4
Pri_ET_Study2_24,41,2,176,TR,4,2,3,1,BL,842,1342,500,2,7,0,0,3
Pri_ET_Study2_24,41,2,176,TR,4,2,3,1,BR,1375,1583,208,3,7,0,0,1
Pri_ET_Study2_24,41,2,176,TR,4,2,3,1,TR,1692,1850,158,4,7,0,0,2
Pri_ET_Study2_24,42,2,9,BR,4,1,3,2,TL,308,950,642,1,7,0,0,4
Pri_ET_Study2_24,42,2,9,BR,4,1,3,2,BL,1008,1525,517,2,7,0,0,3
Pri_ET_Study2_24,42,2,9,BR,4,1,3,2,BR,1566,2008,442,3,7,0,0,2
Pri_ET_Study2_24,43,4,60,TL,4,1,3,2,TL,0,641,641,1,7,0,0,4
Pri_ET_Study2_24,43,4,60,TL,4,1,3,2,BL,683,1250,567,2,7,0,0,3
Pri_ET_Study2_24,43,4,60,TL,4,1,3,2,BR,1300,1666,366,3,7,0,0,2
Pri_ET_Study2_24,43,4,60,TL,4,1,3,2,TR,1725,2008,283,4,7,0,0,1
Pri_ET_Study2_24,44,4,12,TR,2,4,1,3,TR,0,700,700,1,7,0,0,4
Pri_ET_Study2_24,44,4,12,TR,2,4,1,3,BR,750,1375,625,2,7,0,0,3
Pri_ET_Study2_24,44,4,12,TR,2,4,1,3,TL,1442,1808,366,3,7,0,0,2
Pri_ET_Study2_24,45,4,20,TL,4,3,1,2,TL,0,883,883,1,7,0,0,4
Pri_ET_Study2_24,45,4,20,TL,4,3,1,2,TR,916,1283,367,2,7,0,0,3
Pri_ET_Study2_24,45,4,20,TL,4,3,1,2,BL,1633,1866,233,3,7,0,0,1
Pri_ET_Study2_24,46,1,7,TL,1,3,4,2,BL,142,684,542,1,7,0,0,4
Pri_ET_Study2_24,46,1,7,TL,1,3,4,2,TR,742,1384,642,2,7,0,0,3
Pri_ET_Study2_24,46,1,7,TL,1,3,4,2,TL,1425,1659,234,3,7,0,0,1
Pri_ET_Study2_24,46,1,7,TL,1,3,4,2,BR,1717,2009,292,4,7,0,0,2
Pri_ET_Study2_24,47,4,72,BR,3,2,1,4,BR,59,667,608,1,7,0,0,4
Pri_ET_Study2_24,47,4,72,BR,3,2,1,4,TL,725,1409,684,2,7,0,0,3
Pri_ET_Study2_24,47,4,72,BR,3,2,1,4,TR,1450,1717,267,3,7,0,0,2
Pri_ET_Study2_24,47,4,72,BR,3,2,1,4,BL,1775,2000,225,4,7,0,0,1
Pri_ET_Study2_24,48,2,42,TL,2,4,3,1,TR,0,700,700,1,7,0,0,4
Pri_ET_Study2_24,48,2,42,TL,2,4,3,1,BL,767,1250,483,2,7,0,0,3
Pri_ET_Study2_24,48,2,42,TL,2,4,3,1,TL,1292,1808,516,3,7,0,0,2
Pri_ET_Study2_24,49,3,9,TR,2,3,1,4,BR,0,266,266,1,7,0,0,4
Pri_ET_Study2_24,49,3,9,TR,2,3,1,4,TR,308,541,233,2,7,0,0,3
Pri_ET_Study2_24,49,3,9,TR,2,3,1,4,BR,750,975,225,3,7,0,0,4
Pri_ET_Study2_24,49,3,9,TR,2,3,1,4,TR,1016,1199,183,4,7,0,0,3
Pri_ET_Study2_24,49,3,9,TR,2,3,1,4,TL,1258,1883,625,5,7,0,0,2
Pri_ET_Study2_24,50,2,43,BR,1,4,3,2,TR,0,533,533,1,7,0,0,4
Pri_ET_Study2_24,50,2,43,BR,1,4,3,2,BL,600,1050,450,2,7,0,0,3
Pri_ET_Study2_24,50,2,43,BR,1,4,3,2,BR,1233,1758,525,3,7,0,0,2
Pri_ET_Study2_24,51,3,39,TL,3,2,1,4,BR,142,800,658,1,7,0,0,4
Pri_ET_Study2_24,51,3,39,TL,3,2,1,4,TL,867,1350,483,2,7,0,0,3
Pri_ET_Study2_24,51,3,39,TL,3,2,1,4,TR,1458,1842,384,3,7,0,0,2
Pri_ET_Study2_24,52,1,120,TL,1,3,2,4,BR,0,1008,1008,1,7,0,0,4
Pri_ET_Study2_24,52,1,120,TL,1,3,2,4,TR,1050,2008,958,2,7,0,0,3
Pri_ET_Study2_24,53,2,47,TL,2,4,3,1,TR,0,683,683,1,7,0,0,4
Pri_ET_Study2_24,53,2,47,TL,2,4,3,1,BL,758,1392,634,2,7,0,0,3
Pri_ET_Study2_24,53,2,47,TL,2,4,3,1,TL,1442,1925,483,3,7,0,0,2
Pri_ET_Study2_24,54,2,7,TR,1,2,3,4,BR,0,725,725,1,7,0,0,4
Pri_ET_Study2_24,54,2,7,TR,1,2,3,4,BL,775,1175,400,2,7,0,0,3
Pri_ET_Study2_24,54,2,7,TR,1,2,3,4,TR,1233,1567,334,3,7,0,0,2
Pri_ET_Study2_24,54,2,7,TR,1,2,3,4,TL,1608,1883,275,4,7,0,0,1
Pri_ET_Study2_24,55,3,59,TR,4,3,2,1,TL,0,492,492,1,7,0,0,4
Pri_ET_Study2_24,55,3,59,TR,4,3,2,1,TR,533,1225,692,2,7,0,0,3
Pri_ET_Study2_24,55,3,59,TR,4,3,2,1,BL,1275,1592,317,3,7,0,0,2
Pri_ET_Study2_24,55,3,59,TR,4,3,2,1,BR,1633,2008,375,4,7,0,0,1
Pri_ET_Study2_24,56,1,13,TR,3,1,2,4,BR,0,983,983,1,7,0,0,4
Pri_ET_Study2_24,56,1,13,TR,3,1,2,4,TL,1058,1824,766,2,7,0,0,3
Pri_ET_Study2_24,57,1,13,BR,2,4,3,1,TR,0,475,475,1,7,0,0,4
Pri_ET_Study2_24,57,1,13,BR,2,4,3,1,BL,809,1175,366,2,7,0,0,3
Pri_ET_Study2_24,57,1,13,BR,2,4,3,1,TL,1225,1458,233,3,7,0,0,2
Pri_ET_Study2_24,57,1,13,BR,2,4,3,1,BR,1633,1825,192,4,7,0,0,1
Pri_ET_Study2_24,58,2,159,BR,1,3,4,2,BL,0,558,558,1,7,0,0,4
Pri_ET_Study2_24,58,2,159,BR,1,3,4,2,TR,742,1083,341,2,7,0,0,3
Pri_ET_Study2_24,58,2,159,BR,1,3,4,2,BR,1167,1400,233,3,7,0,0,2
Pri_ET_Study2_24,58,2,159,BR,1,3,4,2,BL,1550,1725,175,4,7,0,0,4
Pri_ET_Study2_24,58,2,159,BR,1,3,4,2,TL,1775,2000,225,5,7,0,0,1
Pri_ET_Study2_24,59,2,176,BL,1,4,2,3,TR,108,767,659,1,7,0,0,4
Pri_ET_Study2_24,59,2,176,BL,1,4,2,3,BL,842,1525,683,2,7,0,0,2
Pri_ET_Study2_24,59,2,176,BL,1,4,2,3,BR,1567,1992,425,3,7,0,0,3
Pri_ET_Study2_24,60,3,81,BL,2,1,3,4,BR,0,675,675,1,7,0,0,4
