device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,trial,trial_phase,pp_TS
1025389853,14187146163,"(0.4582546353340149, 0.4669724702835083)","(-26.36590576171875, 146.9387664794922, -5.559999942779541)",1,nan,0,"(-34.98359680175781, 1.0585579872131348, 634.8972778320312)","(0.578715980052948, 0.497618168592453, 0.4496575891971588)",1,"(0.4865773916244507, 0.4276115298271179)","(-11.608001708984375, 158.475341796875, -5.559999942779541)",1,nan,0,"(31.416128158569336, -2.932046413421631, 630.7247924804688)","(0.4288434684276581, 0.5066409707069397, 0.4357493221759796)",1,2,2,14187.0983939
1025398182,14187154492,"(0.46672874689102173, 0.49912095069885254)","(-21.950363159179688, 137.51614379882812, -5.559999942779541)",1,nan,0,"(-34.995513916015625, 1.0499489307403564, 634.8999633789062)","(0.578742504119873, 0.497637540102005, 0.4496665298938751)",1,"(0.4866800904273987, 0.42769190669059753)","(-11.554489135742188, 158.4517822265625, -5.559999942779541)",1,nan,0,"(31.39961051940918, -2.925564765930176, 630.8922119140625)","(0.42889976501464844, 0.5066245794296265, 0.4363073706626892)",1,2,2,14187.0983939
1025406514,14187162824,"(0.45809316635131836, 0.475048303604126)","(-26.450042724609375, 144.57176208496094, -5.559999942779541)",1,3.5815887451171875,1,"(-34.95446014404297, 1.0658624172210693, 634.9063110351562)","(0.5786492824554443, 0.4976017475128174, 0.4496876895427704)",1,"(0.4838438630104065, 0.4503619074821472)","(-13.032333374023438, 151.80728149414062, -5.559999942779541)",1,3.4927978515625,1,"(31.459455490112305, -2.9234156608581543, 631.0853271484375)","(0.428786039352417, 0.5066176652908325, 0.4369511008262634)",1,2,2,14187.0983939
1025414848,14187171158,"(0.46574950218200684, 0.4620838761329651)","(-22.460617065429688, 148.37159729003906, -5.559999942779541)",1,nan,0,"(-34.91188430786133, 1.0755754709243774, 634.8020629882812)","(0.5785664319992065, 0.49757951498031616, 0.44934022426605225)",1,"(0.48066455125808716, 0.4508681297302246)","(-14.688949584960938, 151.65890502929688, -5.559999942779541)",1,nan,0,"(31.532001495361328, -2.9347307682037354, 631.1924438476562)","(0.4286339282989502, 0.5066421627998352, 0.437308132648468)",1,2,2,14187.0983939
1025423168,14187179478,"(0.46830490231513977, 0.4614717662334442)","(-21.12908935546875, 148.55101013183594, -5.559999942779541)",1,nan,0,"(-34.93247985839844, 1.0640597343444824, 634.7473754882812)","(0.5786195397377014, 0.49760520458221436, 0.4491579234600067)",1,"(0.4820897579193115, 0.4523886740207672)","(-13.946334838867188, 151.21324157714844, -5.559999942779541)",1,nan,0,"(31.465818405151367, -2.904431104660034, 631.3486328125)","(0.42880135774612427, 0.5065719485282898, 0.43782877922058105)",1,2,2,14187.0983939
1025431511,14187187820,"(0.4687342047691345, 0.4707961082458496)","(-20.9053955078125, 145.8180694580078, -5.559999942779541)",1,3.6305999755859375,1,"(-34.88235092163086, 1.10172700881958, 634.7694091796875)","(0.5785039663314819, 0.4975205361843109, 0.44923135638237)",1,"(0.4839460253715515, 0.4466622471809387)","(-12.979095458984375, 152.89163208007812, -5.559999942779541)",1,3.448455810546875,1,"(31.518081665039062, -2.9172351360321045, 631.4425048828125)","(0.4286937117576599, 0.5065999627113342, 0.43814167380332947)",1,2,2,14187.0983939
1025439849,14187196158,"(0.4591745138168335, 0.46859997510910034)","(-25.8865966796875, 146.4617462158203, -5.559999942779541)",1,nan,0,"(-34.853843688964844, 1.1053825616836548, 634.7520141601562)","(0.5784419775009155, 0.49751222133636475, 0.4491733908653259)",1,"(0.4850115478038788, 0.4559304714202881)","(-12.42388916015625, 150.17514038085938, -5.559999942779541)",1,nan,0,"(31.597759246826172, -2.91001033782959, 631.3676147460938)","(0.42850494384765625, 0.5065843462944031, 0.43789204955101013)",1,2,2,14187.0983939
1025448169,14187204478,"(0.4586789309978485, 0.48465436697006226)","(-26.144821166992188, 141.75625610351562, -5.559999942779541)",1,nan,0,"(-34.8936653137207, 1.10177481174469, 634.8258056640625)","(0.5785224437713623, 0.4975206255912781, 0.4494193494319916)",1,"(0.48720642924308777, 0.4583054482936859)","(-11.280227661132812, 149.4790496826172, -5.559999942779541)",1,nan,0,"(31.525453567504883, -2.873924493789673, 631.316650390625)","(0.42866280674934387, 0.5065032243728638, 0.43772217631340027)",1,2,2,14187.0983939
1025456499,14187212808,"(0.4586775302886963, 0.48449572920799255)","(-26.145553588867188, 141.80274963378906, -5.559999942779541)",1,3.654388427734375,1,"(-34.8712158203125, 1.1357052326202393, 634.9527587890625)","(0.5784562826156616, 0.4974447786808014, 0.44984254240989685)",1,"(0.48637378215789795, 0.4627377390861511)","(-11.714080810546875, 148.17996215820312, -5.559999942779541)",1,3.5096893310546875,1,"(31.552106857299805, -2.8727810382843018, 631.1138916015625)","(0.42857953906059265, 0.5065027475357056, 0.4370463192462921)",1,2,2,14187.0983939
1025464836,14187221145,"(0.47035396099090576, 0.48869484663009644)","(-20.0614013671875, 140.57200622558594, -5.559999942779541)",1,nan,0,"(-34.86429977416992, 1.1395145654678345, 635.0035400390625)","(0.5784344673156738, 0.49743643403053284, 0.4500117897987366)",1,"(0.4896862506866455, 0.4519857168197632)","(-9.988082885742188, 151.3313446044922, -5.559999942779541)",1,nan,0,"(31.560312271118164, -2.887129545211792, 630.7132568359375)","(0.42851561307907104, 0.5065394043922424, 0.4357108473777771)",1,2,2,14187.0983939
1025473166,14187229474,"(0.47035136818885803, 0.4886903762817383)","(-20.062759399414062, 140.5733184814453, -5.559999942779541)",1,nan,0,"(-34.90115737915039, 1.1230990886688232, 635.112060546875)","(0.5785039663314819, 0.4974737763404846, 0.4503735303878784)",1,"(0.4900924563407898, 0.4291444420814514)","(-9.77642822265625, 158.02606201171875, -5.559999942779541)",1,nan,0,"(31.454086303710938, -2.8546998500823975, 630.3228759765625)","(0.42871206998825073, 0.5064699053764343, 0.43440958857536316)",1,2,2,14187.0983939
1025481509,14187237817,"(0.470981240272522, 0.4889533519744873)","(-19.73455810546875, 140.49624633789062, -5.559999942779541)",1,3.6627655029296875,1,"(-34.90005111694336, 1.146554946899414, 635.2438354492188)","(0.5784851312637329, 0.4974215626716614, 0.45081278681755066)",1,"(0.4902685284614563, 0.42939335107803345)","(-9.684677124023438, 157.95309448242188, -5.559999942779541)",1,3.52276611328125,1,"(31.457857131958008, -2.8588554859161377, 629.8750610351562)","(0.428652822971344, 0.5064839720726013, 0.43291687965393066)",1,2,2,14187.0983939
1025489844,14187246152,"(0.4703234136104584, 0.4883039593696594)","(-20.07733154296875, 140.6865692138672, -5.559999942779541)",1,nan,0,"(-34.883365631103516, 1.1411914825439453, 635.3096313476562)","(0.5784395337104797, 0.4974339008331299, 0.4510321021080017)",1,"(0.4803647994995117, 0.45321398973464966)","(-14.845138549804688, 150.97134399414062, -5.559999942779541)",1,nan,0,"(31.441211700439453, -2.8739428520202637, 629.2921752929688)","(0.42862454056739807, 0.5065242052078247, 0.43097391724586487)",1,2,2,14187.0983939
1025498174,14187254482,"(0.4720877408981323, 0.49008801579475403)","(-19.158004760742188, 140.16366577148438, -5.559999942779541)",1,nan,0,"(-34.9306526184082, 1.1272623538970947, 635.462890625)","(0.5785269141197205, 0.4974658191204071, 0.4515429735183716)",1,"(0.4863993227481842, 0.44409313797950745)","(-11.700775146484375, 153.64463806152344, -5.559999942779541)",1,nan,0,"(31.340072631835938, -2.846381664276123, 628.7725830078125)","(0.42879533767700195, 0.5064669847488403, 0.42924195528030396)",1,2,2,14187.0983939
1025506493,14187262801,"(0.47002077102661133, 0.4870738983154297)","(-20.235015869140625, 141.04710388183594, -5.559999942779541)",1,3.615203857421875,1,"(-34.925048828125, 1.1581569910049438, 635.6555786132812)","(0.5784904956817627, 0.49739715456962585, 0.4521852731704712)",1,"(0.48741358518600464, 0.4448290467262268)","(-11.172286987304688, 153.42893981933594, -5.559999942779541)",1,3.5168609619140625,1,"(31.332801818847656, -2.844047784805298, 628.2415161132812)","(0.42875170707702637, 0.5064671635627747, 0.42747172713279724)",1,2,2,14187.0983939
1025514828,14187271136,"(0.46969306468963623, 0.4886746406555176)","(-20.405776977539062, 140.5779266357422, -5.559999942779541)",1,nan,0,"(-34.895626068115234, 1.1508288383483887, 635.7717895507812)","(0.5784100294113159, 0.49741411209106445, 0.45257264375686646)",1,"(0.4902924597263336, 0.46078723669052124)","(-9.672210693359375, 148.75164794921875, -5.559999942779541)",1,nan,0,"(31.322525024414062, -2.85782527923584, 627.6426391601562)","(0.428707093000412, 0.5065046548843384, 0.42547547817230225)",1,2,2,14187.0983939
1025523171,14187279478,"(0.46969377994537354, 0.47503870725631714)","(-20.405410766601562, 144.5745849609375, -5.559999942779541)",1,nan,0,"(-34.923240661621094, 1.137650728225708, 635.9237060546875)","(0.5784533619880676, 0.4974443316459656, 0.4530790150165558)",1,"(0.4901997447013855, 0.45955702662467957)","(-9.72052001953125, 149.11221313476562, -5.559999942779541)",1,nan,0,"(31.27971649169922, -2.8362936973571777, 627.1701049804688)","(0.4287509024143219, 0.5064605474472046, 0.4239003360271454)",1,2,2,14187.0983939
1025531506,14187287813,"(0.47648316621780396, 0.49623948335647583)","(-16.867706298828125, 138.36070251464844, -5.559999942779541)",1,3.6623382568359375,1,"(-34.810081481933594, 1.1412441730499268, 636.0877685546875)","(0.5781790018081665, 0.49743691086769104, 0.45362588763237)",1,"(0.4969678521156311, 0.4612533450126648)","(-6.19390869140625, 148.61502075195312, -5.559999942779541)",1,3.52996826171875,1,"(31.352521896362305, -2.884275436401367, 626.747314453125)","(0.42853689193725586, 0.506574273109436, 0.42249104380607605)",1,2,2,14187.0983939
1025539834,14187296141,"(0.4846346974372864, 0.49138307571411133)","(-12.620254516601562, 139.78408813476562, -5.559999942779541)",1,nan,0,"(-34.70547866821289, 1.1148613691329956, 636.1573486328125)","(0.577935516834259, 0.49749642610549927, 0.4538578391075134)",1,"(0.5092980265617371, 0.4672122597694397)","(0.230865478515625, 146.8684844970703, -5.559999942779541)",1,nan,0,"(31.393173217773438, -2.8785674571990967, 626.28759765625)","(0.428391695022583, 0.506566047668457, 0.42095866799354553)",1,2,2,14187.0983939
1025548171,14187304478,"(0.49347686767578125, 0.49685555696487427)","(-8.012939453125, 138.1801300048828, -5.559999942779541)",1,nan,0,"(-34.7251091003418, 1.0954992771148682, 636.2879638671875)","(0.5779635906219482, 0.4975404143333435, 0.45429322123527527)",1,"(0.5111454129219055, 0.4778582453727722)","(1.1934814453125, 143.74818420410156, -5.559999942779541)",1,nan,0,"(31.38108253479004, -2.870731830596924, 626.014892578125)","(0.4283880889415741, 0.5065510272979736, 0.42004963755607605)",1,2,2,14187.0983939
1025556501,14187312808,"(0.4979059100151062, 0.4986690878868103)","(-5.70513916015625, 137.64859008789062, -5.559999942779541)",1,3.6759185791015625,1,"(-34.67826843261719, 1.1128559112548828, 636.4385375976562)","(0.5778400301933289, 0.49750205874443054, 0.45479512214660645)",1,"(0.4972108006477356, 0.5127038955688477)","(-6.06732177734375, 133.53501892089844, -5.559999942779541)",1,3.421417236328125,1,"(31.40024757385254, -2.879531145095825, 625.8246459960938)","(0.42832258343696594, 0.5065731406211853, 0.4194154739379883)",1,2,2,14187.0983939
1025564834,14187321140,"(0.4990501403808594, 0.5074043273925781)","(-5.108917236328125, 135.08831787109375, -5.559999942779541)",1,nan,0,"(-34.64944839477539, 1.1112548112869263, 636.5007934570312)","(0.5777677297592163, 0.49750587344169617, 0.45500263571739197)",1,"(0.49720484018325806, 0.5127108693122864)","(-6.0704345703125, 133.53297424316406, -5.559999942779541)",1,nan,0,"(31.387414932250977, -2.89139723777771, 625.5913696289062)","(0.4283251464366913, 0.5066026449203491, 0.4186379015445709)",1,2,2,14187.0983939
1025573170,14187329476,"(0.49228906631469727, 0.49806833267211914)","(-8.631866455078125, 137.8246612548828, -5.559999942779541)",1,nan,0,"(-34.70473098754883, 1.0982646942138672, 636.6261596679688)","(0.5778764486312866, 0.4975355267524719, 0.45542052388191223)",1,"(0.5087883472442627, 0.5137088894844055)","(-0.034698486328125, 133.24046325683594, -5.559999942779541)",1,nan,0,"(31.370155334472656, -2.868990659713745, 625.4749145507812)","(0.4283512234687805, 0.5065526962280273, 0.4182497262954712)",1,2,2,14187.0983939
1025581500,14187337806,"(0.49448633193969727, 0.4975273609161377)","(-7.4869384765625, 137.98321533203125, -5.559999942779541)",1,3.714111328125,1,"(-34.66719436645508, 1.1175953149795532, 636.763671875)","(0.5777754187583923, 0.4974927008152008, 0.4558789134025574)",1,"(0.5115444660186768, 0.4795680642127991)","(1.401397705078125, 143.24703979492188, -5.559999942779541)",1,3.421600341796875,1,"(31.40919303894043, -2.8807685375213623, 625.4156494140625)","(0.42825525999069214, 0.5065802335739136, 0.41805216670036316)",1,2,2,14187.0983939
1025589832,14187346138,"(0.49463778734207153, 0.5018326044082642)","(-7.40802001953125, 136.72137451171875, -5.559999942779541)",1,nan,0,"(-34.639976501464844, 1.1128462553024292, 636.7772216796875)","(0.5777127146720886, 0.497503399848938, 0.45592406392097473)",1,"(0.5121532678604126, 0.4829723834991455)","(1.7186279296875, 142.24923706054688, -5.559999942779541)",1,nan,0,"(31.39122772216797, -2.8900601863861084, 625.2982788085938)","(0.42828285694122314, 0.5066027045249939, 0.4176609218120575)",1,2,2,14187.0983939
1025598168,14187354474,"(0.49461647868156433, 0.5018136501312256)","(-7.41912841796875, 136.7269287109375, -5.559999942779541)",1,nan,0,"(-34.697242736816406, 1.0985687971115112, 636.8237915039062)","(0.5778355002403259, 0.4975356161594391, 0.45607930421829224)",1,"(0.5101380348205566, 0.48270559310913086)","(0.668548583984375, 142.3274383544922, -5.559999942779541)",1,nan,0,"(31.367252349853516, -2.8755667209625244, 625.33642578125)","(0.42834198474884033, 0.5065692067146301, 0.4177880883216858)",1,2,2,14187.0983939
1025606496,14187362802,"(0.4971502423286438, 0.4877919554710388)","(-6.098876953125, 140.83663940429688, -5.559999942779541)",1,3.6575927734375,1,"(-34.67819595336914, 1.111083984375, 636.8333129882812)","(0.5777915716171265, 0.49750757217407227, 0.45611104369163513)",1,"(0.5108022689819336, 0.48054051399230957)","(1.014678955078125, 142.96202087402344, -5.559999942779541)",1,3.4330596923828125,1,"(31.40289306640625, -2.884521484375, 625.455078125)","(0.4282741844654083, 0.5065883994102478, 0.4181835949420929)",1,2,2,14187.0983939
1025614831,14187371136,"(0.4976534843444824, 0.4898378252983093)","(-5.836669921875, 140.23699951171875, -5.559999942779541)",1,nan,0,"(-34.64799880981445, 1.0945765972137451, 636.7120361328125)","(0.5777386426925659, 0.49754413962364197, 0.45570677518844604)",1,"(0.5075361728668213, 0.4876134693622589)","(-0.687164306640625, 140.8889617919922, -5.559999942779541)",1,nan,0,"(31.39527130126953, -2.9013633728027344, 625.5453491210938)","(0.42830193042755127, 0.5066258907318115, 0.41848450899124146)",1,2,2,14187.0983939
1025623163,14187379468,"(0.4979920983314514, 0.49187594652175903)","(-5.66021728515625, 139.63963317871094, -5.559999942779541)",1,nan,0,"(-34.71436309814453, 1.0745493173599243, 636.6182861328125)","(0.5778990387916565, 0.49758872389793396, 0.45539429783821106)",1,"(0.506588339805603, 0.4695676565170288)","(-1.181060791015625, 146.17813110351562, -5.559999942779541)",1,nan,0,"(31.392404556274414, -2.8877084255218506, 625.7684326171875)","(0.4283340573310852, 0.5065923929214478, 0.41922810673713684)",1,2,2,14187.0983939
1025631496,14187387801,"(0.49870365858078003, 0.4912263751029968)","(-5.289459228515625, 139.83001708984375, -5.559999942779541)",1,3.677215576171875,1,"(-34.681636810302734, 1.083441972732544, 636.501953125)","(0.5778398513793945, 0.4975683093070984, 0.45500651001930237)",1,"(0.5041085481643677, 0.49732285737991333)","(-2.473175048828125, 138.0431671142578, -5.559999942779541)",1,3.4678802490234375,1,"(31.43227195739746, -2.8993496894836426, 626.0377807617188)","(0.42827391624450684, 0.5066161155700684, 0.42012593150138855)",1,2,2,14187.0983939
1025639828,14187396133,"(0.49776071310043335, 0.49281489849090576)","(-5.780792236328125, 139.3644256591797, -5.559999942779541)",1,nan,0,"(-34.648738861083984, 1.0765106678009033, 636.2767944335938)","(0.5777934789657593, 0.4975830018520355, 0.45425596833229065)",1,"(0.5060996413230896, 0.5090891122817993)","(-1.435699462890625, 134.59451293945312, -5.559999942779541)",1,nan,0,"(31.44186019897461, -2.9239630699157715, 626.251953125)","(0.42827656865119934, 0.5066699981689453, 0.4208398461341858)",1,2,2,14187.0983939
1025648152,14187404457,"(0.49738389253616333, 0.4859551787376404)","(-5.977142333984375, 141.375, -5.559999942779541)",1,nan,0,"(-34.689796447753906, 1.0667688846588135, 636.107177734375)","(0.5779064297676086, 0.49760425090789795, 0.4536905884742737)",1,"(0.5061891674995422, 0.5064061880111694)","(-1.3890380859375, 135.380859375, -5.559999942779541)",1,nan,0,"(31.45648193359375, -2.916562080383301, 626.5759887695312)","(0.4282803237438202, 0.5066496729850769, 0.42191997170448303)",1,2,2,14187.0983939
1025656483,14187412787,"(0.4963577687740326, 0.4847401976585388)","(-6.511810302734375, 141.73109436035156, -5.559999942779541)",1,3.666473388671875,1,"(-34.64710998535156, 1.0758002996444702, 635.9524536132812)","(0.5778295397758484, 0.49758338928222656, 0.4531748592853546)",1,"(0.5057516098022461, 0.5032588243484497)","(-1.617034912109375, 136.3033447265625, -5.559999942779541)",1,3.453887939453125,1,"(31.509904861450195, -2.925032377243042, 626.9387817382812)","(0.4282000958919525, 0.5066651105880737, 0.42312926054000854)",1,2,2,14187.0983939
1025664825,14187421129,"(0.4972791075706482, 0.485109806060791)","(-6.03173828125, 141.62277221679688, -5.559999942779541)",1,nan,0,"(-34.615966796875, 1.0849448442459106, 635.7070922851562)","(0.5777895450592041, 0.49756190180778503, 0.4523569643497467)",1,"(0.5031919479370117, 0.4864591956138611)","(-2.950775146484375, 141.22726440429688, -5.559999942779541)",1,nan,0,"(31.54007339477539, -2.9486591815948486, 627.2254028320312)","(0.42816418409347534, 0.5067158937454224, 0.4240846633911133)",1,2,2,14187.0983939
1025673160,14187429464,"(0.49353259801864624, 0.49778681993484497)","(-7.98388671875, 137.9071807861328, -5.559999942779541)",1,nan,0,"(-34.63715362548828, 1.0669376850128174, 635.533447265625)","(0.5778584480285645, 0.497601717710495, 0.4517781436443329)",1,"(0.505742609500885, 0.48372483253479004)","(-1.621734619140625, 142.02870178222656, -5.559999942779541)",1,nan,0,"(31.547657012939453, -2.931767225265503, 627.5901489257812)","(0.428188681602478, 0.5066735148429871, 0.4253005087375641)",1,2,2,14187.0983939
1025681490,14187437794,"(0.4938269555568695, 0.5002971291542053)","(-7.830535888671875, 137.17141723632812, -5.559999942779541)",1,3.6641693115234375,1,"(-34.5850830078125, 1.0837315320968628, 635.4019775390625)","(0.5777574777603149, 0.4975634515285492, 0.4513399302959442)",1,"(0.5134846568107605, 0.47966593503952026)","(2.412353515625, 143.21835327148438, -5.559999942779541)",1,3.5953216552734375,1,"(31.585615158081055, -2.9330873489379883, 627.9598999023438)","(0.4281446039676666, 0.5066726207733154, 0.4265330135822296)",1,2,2,14187.0983939
1025689812,14187446116,"(0.494739294052124, 0.5016730427742004)","(-7.355133056640625, 136.7681427001953, -5.559999942779541)",1,nan,0,"(-34.54684066772461, 1.0917893648147583, 635.2064819335938)","(0.5776954293251038, 0.4975445866584778, 0.45068827271461487)",1,"(0.5128157138824463, 0.4748286008834839)","(2.063812255859375, 144.6361541748047, -5.559999942779541)",1,nan,0,"(31.662260055541992, -2.951892614364624, 628.206787109375)","(0.42799854278564453, 0.5067127346992493, 0.42735594511032104)",1,2,2,14187.0983939
1025698158,14187454462,"(0.49814096093177795, 0.49766847491264343)","(-5.582672119140625, 137.94186401367188, -5.559999942779541)",1,nan,0,"(-34.57670211791992, 1.0805716514587402, 635.1264038085938)","(0.5777723789215088, 0.4975695013999939, 0.4504213333129883)",1,"(0.5080849528312683, 0.4779967665672302)","(-0.401214599609375, 143.70758056640625, -5.559999942779541)",1,nan,0,"(31.65336799621582, -2.928126811981201, 628.50341796875)","(0.42805275321006775, 0.5066555738449097, 0.4283447265625)",1,2,2,14187.0983939
1025706489,14187462792,"(0.49827679991722107, 0.49308890104293823)","(-5.511871337890625, 139.28411865234375, -5.559999942779541)",1,3.6810302734375,1,"(-34.538299560546875, 1.0717649459838867, 635.1213989257812)","(0.577686607837677, 0.4975892901420593, 0.45040467381477356)",1,"(0.5000168085098267, 0.4868330955505371)","(-4.605224609375, 141.11767578125, -5.559999942779541)",1,3.5329437255859375,1,"(31.715137481689453, -2.930635690689087, 628.7977294921875)","(0.4279460906982422, 0.506658136844635, 0.42932575941085815)",1,2,2,14187.0983939
1025714821,14187471124,"(0.49512550234794617, 0.49055615067481995)","(-7.153900146484375, 140.02645874023438, -5.559999942779541)",1,nan,0,"(-34.49831771850586, 1.1119499206542969, 635.0523681640625)","(0.577605128288269, 0.49749863147735596, 0.45017457008361816)",1,"(0.5036696791648865, 0.5077033638954163)","(-2.70184326171875, 135.00067138671875, -5.559999942779541)",1,nan,0,"(31.74981689453125, -2.9156687259674072, 628.9680786132812)","(0.42788684368133545, 0.506622314453125, 0.4298935830593109)",1,2,2,14187.0983939
1025723144,14187479447,"(0.49494990706443787, 0.49176740646362305)","(-7.245391845703125, 139.67144775390625, -5.559999942779541)",1,nan,0,"(-34.549598693847656, 1.117803692817688, 635.0769653320312)","(0.5777174830436707, 0.49748554825782776, 0.4502565562725067)",1,"(0.5113692283630371, 0.5058714747428894)","(1.310089111328125, 135.53758239746094, -5.559999942779541)",1,nan,0,"(31.717260360717773, -2.8688740730285645, 629.19189453125)","(0.42798641324043274, 0.5065137147903442, 0.4306396543979645)",1,2,2,14187.0983939
1025731486,14187487789,"(0.4942947328090668, 0.495316743850708)","(-7.5867919921875, 138.6311492919922, -5.559999942779541)",1,3.6571502685546875,1,"(-34.521297454833984, 1.1395790576934814, 635.1448974609375)","(0.577645480632782, 0.49743685126304626, 0.4504829943180084)",1,"(0.5089926719665527, 0.5042290687561035)","(0.071746826171875, 136.0189666748047, -5.559999942779541)",1,3.523223876953125,1,"(31.772554397583008, -2.8803412914276123, 629.3821411132812)","(0.42788267135620117, 0.5065377950668335, 0.43127381801605225)",1,2,2,14187.0983939
1025739810,14187496113,"(0.4947471022605896, 0.4951273202896118)","(-7.35107421875, 138.68666076660156, -5.559999942779541)",1,nan,0,"(-34.518123626708984, 1.1415494680404663, 635.1303100585938)","(0.5776401162147522, 0.4974323511123657, 0.4504343569278717)",1,"(0.5101032257080078, 0.49940237402915955)","(0.650421142578125, 137.43365478515625, -5.559999942779541)",1,nan,0,"(31.751436233520508, -2.8531463146209717, 629.4268188476562)","(0.42793571949005127, 0.5064756274223328, 0.43142274022102356)",1,2,2,14187.0983939
1025748140,14187504442,"(0.4943199157714844, 0.5123152732849121)","(-7.57366943359375, 133.64892578125, -5.559999942779541)",1,nan,0,"(-34.567684173583984, 1.1390423774719238, 635.1913452148438)","(0.5777441263198853, 0.4974382519721985, 0.4506378173828125)",1,"(0.5077316164970398, 0.4979563355445862)","(-0.5853271484375, 137.8574981689453, -5.559999942779541)",1,nan,0,"(31.71969223022461, -2.854320764541626, 629.502197265625)","(0.42801639437675476, 0.5064774751663208, 0.4316740036010742)",1,2,2,14187.0983939
1025756484,14187512786,"(0.4943161904811859, 0.512319028377533)","(-7.575592041015625, 133.6478271484375, -5.559999942779541)",1,3.678314208984375,1,"(-34.565372467041016, 1.1626219749450684, 635.283935546875)","(0.5777276158332825, 0.49738559126853943, 0.4509464502334595)",1,"(0.5094200372695923, 0.4980555772781372)","(0.29443359375, 137.82839965820312, -5.559999942779541)",1,3.5370330810546875,1,"(31.74532127380371, -2.8724751472473145, 629.5625610351562)","(0.4279651343822479, 0.5065180659294128, 0.43187519907951355)",1,2,2,14187.0983939
1025764807,14187521109,"(0.49366888403892517, 0.4908660054206848)","(-7.912872314453125, 139.93563842773438, -5.559999942779541)",1,nan,0,"(-34.562870025634766, 1.158320426940918, 635.2891845703125)","(0.577721357345581, 0.49739527702331543, 0.45096394419670105)",1,"(0.5088557600975037, 0.48492127656936646)","(0.00042724609375, 141.6780242919922, -5.559999942779541)",1,nan,0,"(31.721256256103516, -2.8768463134765625, 629.5020751953125)","(0.42801281809806824, 0.5065286159515381, 0.4316735863685608)",1,2,2,14187.0983939
1025773140,14187529442,"(0.49370378255844116, 0.4908595383167267)","(-7.89471435546875, 139.9375457763672, -5.559999942779541)",1,nan,0,"(-34.62116241455078, 1.1571074724197388, 635.361328125)","(0.5778436064720154, 0.497398316860199, 0.45120441913604736)",1,"(0.5126429796218872, 0.48359495401382446)","(1.973785400390625, 142.0667724609375, -5.559999942779541)",1,nan,0,"(31.670305252075195, -2.8479726314544678, 629.4979248046875)","(0.4281279742717743, 0.5064631104469299, 0.4316597580909729)",1,2,2,14187.0983939
1025781481,14187537783,"(0.49524661898612976, 0.4956057369709015)","(-7.090789794921875, 138.54644775390625, -5.559999942779541)",1,3.680450439453125,1,"(-34.61881637573242, 1.1861635446548462, 635.4640502929688)","(0.5778257250785828, 0.4973334074020386, 0.451546847820282)",1,"(0.514465868473053, 0.47877615690231323)","(2.92364501953125, 143.47914123535156, -5.559999942779541)",1,3.4889373779296875,1,"(31.7029972076416, -2.840146780014038, 629.4647827148438)","(0.4280499815940857, 0.5064457058906555, 0.4315492808818817)",1,2,2,14187.0983939
1025789815,14187546116,"(0.4967101812362671, 0.4986628592014313)","(-6.32818603515625, 137.65040588378906, -5.559999942779541)",1,nan,0,"(-34.59830093383789, 1.184748649597168, 635.466064453125)","(0.5777793526649475, 0.49733659625053406, 0.4515535533428192)",1,"(0.5107365846633911, 0.4651795029640198)","(0.980438232421875, 147.4642791748047, -5.559999942779541)",1,nan,0,"(31.677093505859375, -2.839578866958618, 629.354736328125)","(0.428096204996109, 0.5064455270767212, 0.4311824440956116)",1,2,2,14187.0983939
1025798138,14187554439,"(0.4965895712375641, 0.4998323321342468)","(-6.391021728515625, 137.30764770507812, -5.559999942779541)",1,nan,0,"(-34.6418342590332, 1.1828773021697998, 635.5166625976562)","(0.5778710246086121, 0.4973410367965698, 0.4517222046852112)",1,"(0.5107499361038208, 0.46517592668533325)","(0.987396240234375, 147.46533203125, -5.559999942779541)",1,nan,0,"(31.640674591064453, -2.8171284198760986, 629.324462890625)","(0.4281754195690155, 0.5063949227333069, 0.43108153343200684)",1,2,2,14187.0983939
1025806479,14187562780,"(0.49590617418289185, 0.5059272050857544)","(-6.74713134765625, 135.52125549316406, -5.559999942779541)",1,3.6532745361328125,1,"(-34.619815826416016, 1.1848176717758179, 635.5897216796875)","(0.5778125524520874, 0.4973369538784027, 0.4519657492637634)",1,"(0.5112263560295105, 0.48294758796691895)","(1.23565673828125, 142.2565155029297, -5.559999942779541)",1,3.4687042236328125,1,"(31.68158721923828, -2.810485601425171, 629.3526611328125)","(0.4280857741832733, 0.5063795447349548, 0.4311755299568176)",1,2,2,14187.0983939
