device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,trial,trial_phase,pp_TS
1020898558,14182654983,"(0.48914313316345215, 0.4087979793548584)","(-10.271087646484375, 163.98953247070312, -5.559999942779541)",1,nan,0,"(-35.05424499511719, -0.5226689577102661, 630.2491455078125)","(0.5794566869735718, 0.5011847019195557, 0.43416380882263184)",1,"(0.48043209314346313, 0.36733269691467285)","(-14.810073852539062, 176.14288330078125, -5.559999942779541)",1,nan,0,"(31.432544708251953, -4.4765448570251465, 631.2767333984375)","(0.42886853218078613, 0.5101303458213806, 0.4375891089439392)",1,1,7,14181.7318735
1020906890,14182663315,"(0.48951399326324463, 0.404375284910202)","(-10.077850341796875, 165.28582763671875, -5.559999942779541)",1,3.5155487060546875,1,"(-35.08100891113281, -0.4536018669605255, 630.4632568359375)","(0.5794903039932251, 0.5010278224945068, 0.43487751483917236)",1,"(0.4798877239227295, 0.35925114154815674)","(-15.093719482421875, 178.51156616210938, -5.559999942779541)",1,3.4785308837890625,1,"(31.45722007751465, -4.485673904418945, 631.1983032226562)","(0.42880386114120483, 0.510152280330658, 0.43732768297195435)",1,1,7,14181.7318735
1020915235,14182671660,"(0.48619914054870605, 0.3952089846134186)","(-11.805084228515625, 167.97244262695312, -5.559999942779541)",1,nan,0,"(-35.08418655395508, -0.46908196806907654, 630.6029052734375)","(0.5794799327850342, 0.5010626316070557, 0.43534302711486816)",1,"(0.48215770721435547, 0.38640087842941284)","(-13.910919189453125, 170.55406188964844, -5.559999942779541)",1,nan,0,"(31.433855056762695, -4.522272109985352, 630.95361328125)","(0.4288291335105896, 0.5102390646934509, 0.4365120530128479)",1,1,7,14181.7318735
1020923569,14182679994,"(0.48596757650375366, 0.3950556516647339)","(-11.925750732421875, 168.01736450195312, -5.559999942779541)",1,nan,0,"(-35.144474029541016, -0.48771584033966064, 630.8229370117188)","(0.5795887112617493, 0.501104474067688, 0.43607646226882935)",1,"(0.4805905818939209, 0.3929481506347656)","(-14.727493286132812, 168.63507080078125, -5.559999942779541)",1,nan,0,"(31.357322692871094, -4.453218460083008, 630.7291870117188)","(0.4289771616458893, 0.5100862979888916, 0.435763955116272)",1,1,7,14181.7318735
1020931901,14182688326,"(0.48349297046661377, 0.39107465744018555)","(-13.215164184570312, 169.18418884277344, -5.559999942779541)",1,3.517730712890625,1,"(-35.12983703613281, -0.4466758072376251, 631.0874633789062)","(0.5795222520828247, 0.5010111331939697, 0.4369582235813141)",1,"(0.47877442836761475, 0.39917099475860596)","(-15.673828125, 166.81118774414062, -5.559999942779541)",1,3.3616790771484375,1,"(31.374820709228516, -4.458769798278809, 630.4766235351562)","(0.4289090633392334, 0.5101029276847839, 0.43492206931114197)",1,1,7,14181.7318735
1020940221,14182696646,"(0.4866516590118408, 0.36005595326423645)","(-11.569290161132812, 178.2756805419922, -5.559999942779541)",1,nan,0,"(-35.12184143066406, -0.4470529556274414, 631.27587890625)","(0.5794804096221924, 0.5010116696357727, 0.4375862777233124)",1,"(0.47772735357284546, 0.36911529302597046)","(-16.219406127929688, 175.62042236328125, -5.559999942779541)",1,nan,0,"(31.356382369995117, -4.500255107879639, 630.1123657226562)","(0.4289097785949707, 0.5102028250694275, 0.4337078928947449)",1,1,7,14181.7318735
1020948567,14182704991,"(0.48619502782821655, 0.36498385667800903)","(-11.807235717773438, 176.83132934570312, -5.559999942779541)",1,nan,0,"(-35.17119216918945, -0.4630773365497589, 631.5322875976562)","(0.5795597434043884, 0.5010474920272827, 0.4384409487247467)",1,"(0.47908610105514526, 0.3685297966003418)","(-15.511428833007812, 175.79202270507812, -5.559999942779541)",1,nan,0,"(31.291135787963867, -4.431774139404297, 629.8259887695312)","(0.42902544140815735, 0.5100521445274353, 0.4327532947063446)",1,1,7,14181.7318735
1020956898,14182713322,"(0.48604369163513184, 0.36352699995040894)","(-11.886077880859375, 177.25833129882812, -5.559999942779541)",1,3.530487060546875,1,"(-35.14866638183594, -0.43308019638061523, 631.8070678710938)","(0.5794742107391357, 0.5009792447090149, 0.43935689330101013)",1,"(0.484013170003891, 0.40933382511138916)","(-12.944107055664062, 163.83248901367188, -5.559999942779541)",1,3.37017822265625,1,"(31.319318771362305, -4.429559230804443, 629.5413818359375)","(0.4289293885231018, 0.5100516676902771, 0.4318045973777771)",1,1,7,14181.7318735
1020965270,14182721694,"(0.48462700843811035, 0.36240828037261963)","(-12.624267578125, 177.58621215820312, -5.559999942779541)",1,nan,0,"(-35.132503509521484, -0.44287824630737305, 631.9839477539062)","(0.5794154405593872, 0.5010011196136475, 0.4399465024471283)",1,"(0.48219770193099976, 0.3822251260280609)","(-13.890090942382812, 171.7779541015625, -5.559999942779541)",1,nan,0,"(31.31220054626465, -4.465564727783203, 629.1810302734375)","(0.42890486121177673, 0.5101391673088074, 0.4306034445762634)",1,1,7,14181.7318735
1020973594,14182730018,"(0.4853528141975403, 0.3597918152809143)","(-12.246078491210938, 178.35308837890625, -5.559999942779541)",1,nan,0,"(-35.168190002441406, -0.44197097420692444, 632.1882934570312)","(0.5794703960418701, 0.5009987354278564, 0.4406276345252991)",1,"(0.49002379179000854, 0.3583427667617798)","(-9.812210083007812, 178.77780151367188, -5.559999942779541)",1,nan,0,"(31.26498794555664, -4.399683475494385, 628.9136352539062)","(0.42898187041282654, 0.509993851184845, 0.42971211671829224)",1,1,7,14181.7318735
1020981896,14182738320,"(0.4862337112426758, 0.3583730459213257)","(-11.787078857421875, 178.76893615722656, -5.559999942779541)",1,3.5275726318359375,1,"(-35.1395149230957, -0.4197874367237091, 632.3877563476562)","(0.5793805718421936, 0.5009483098983765, 0.44129252433776855)",1,"(0.49068939685821533, 0.3538092374801636)","(-9.465377807617188, 180.1065673828125, -5.559999942779541)",1,3.541046142578125,1,"(31.293176651000977, -4.3949360847473145, 628.6857299804688)","(0.4288920760154724, 0.5099866986274719, 0.4289524257183075)",1,1,7,14181.7318735
1020990217,14182746641,"(0.48939818143844604, 0.35914117097854614)","(-10.13818359375, 178.54379272460938, -5.559999942779541)",1,nan,0,"(-35.123409271240234, -0.4217407703399658, 632.4702758789062)","(0.5793338418006897, 0.5009526014328003, 0.441567599773407)",1,"(0.49286800622940063, 0.3653557300567627)","(-8.3302001953125, 176.7223358154297, -5.559999942779541)",1,nan,0,"(31.28749656677246, -4.432632923126221, 628.43310546875)","(0.4288763999938965, 0.5100764036178589, 0.42811036109924316)",1,1,7,14181.7318735
1020998548,14182754972,"(0.48819977045059204, 0.369231641292572)","(-10.76263427734375, 175.5863037109375, -5.559999942779541)",1,nan,0,"(-35.16485595703125, -0.4326994717121124, 632.5994873046875)","(0.5794112682342529, 0.5009771585464478, 0.44199830293655396)",1,"(0.4856135845184326, 0.38503777980804443)","(-12.110198974609375, 170.95358276367188, -5.559999942779541)",1,nan,0,"(31.241086959838867, -4.367677688598633, 628.3187255859375)","(0.42896896600723267, 0.5099305510520935, 0.4277290999889374)",1,1,7,14181.7318735
1021006883,14182763306,"(0.4882759153842926, 0.36858755350112915)","(-10.72296142578125, 175.77508544921875, -5.559999942779541)",1,3.5256805419921875,1,"(-35.14202880859375, -0.41402995586395264, 632.7398071289062)","(0.5793420672416687, 0.5009347796440125, 0.44246602058410645)",1,"(0.48285549879074097, 0.38575583696365356)","(-13.547332763671875, 170.74313354492188, -5.559999942779541)",1,3.5073089599609375,1,"(31.282394409179688, -4.368686676025391, 628.2710571289062)","(0.42886966466903687, 0.509933590888977, 0.4275701940059662)",1,1,7,14181.7318735
1021015224,14182771647,"(0.4819044768810272, 0.3642016351222992)","(-14.042877197265625, 177.0605926513672, -5.559999942779541)",1,nan,0,"(-35.126304626464844, -0.4096200466156006, 632.7763061523438)","(0.5793020129203796, 0.5009247660636902, 0.442587673664093)",1,"(0.4823340177536011, 0.38429442048072815)","(-13.819061279296875, 171.17144775390625, -5.559999942779541)",1,nan,0,"(31.273130416870117, -4.406365871429443, 628.177978515625)","(0.4288801848888397, 0.5100207328796387, 0.4272599220275879)",1,1,7,14181.7318735
1021023557,14182779980,"(0.48946529626846313, 0.3830682635307312)","(-10.10321044921875, 171.53085327148438, -5.559999942779541)",1,nan,0,"(-35.183345794677734, -0.4263084828853607, 632.8633422851562)","(0.5794198513031006, 0.5009623169898987, 0.44287779927253723)",1,"(0.4808593988418579, 0.39036130905151367)","(-14.587417602539062, 169.39328002929688, -5.559999942779541)",1,nan,0,"(31.240232467651367, -4.352178573608398, 628.1964111328125)","(0.42895710468292236, 0.5098972320556641, 0.4273213744163513)",1,1,7,14181.7318735
1021031891,14182788314,"(0.48545050621032715, 0.384133517742157)","(-12.195175170898438, 171.2186279296875, -5.559999942779541)",1,3.5439453125,1,"(-35.15790939331055, -0.4109456241130829, 632.9635009765625)","(0.5793498754501343, 0.5009275078773499, 0.4432116746902466)",1,"(0.4797889292240143, 0.38846462965011597)","(-15.14520263671875, 169.94918823242188, -5.559999942779541)",1,3.436676025390625,1,"(31.268346786499023, -4.361804008483887, 628.244873046875)","(0.4288986325263977, 0.5099183320999146, 0.4274829030036926)",1,1,7,14181.7318735
1021040212,14182796635,"(0.4819658398628235, 0.3766403794288635)","(-14.010894775390625, 173.41482543945312, -5.559999942779541)",1,nan,0,"(-35.16279220581055, -0.39950570464134216, 632.961181640625)","(0.5793612003326416, 0.5009016990661621, 0.4432039260864258)",1,"(0.47910356521606445, 0.3868711292743683)","(-15.5023193359375, 170.41622924804688, -5.559999942779541)",1,nan,0,"(31.255245208740234, -4.400131702423096, 628.2158203125)","(0.42892515659332275, 0.5100059509277344, 0.427386075258255)",1,1,7,14181.7318735
1021048556,14182804979,"(0.486965537071228, 0.3565223217010498)","(-11.405746459960938, 179.31137084960938, -5.559999942779541)",1,nan,0,"(-35.21923065185547, -0.4116714894771576, 633.0241088867188)","(0.5794806480407715, 0.500929057598114, 0.44341370463371277)",1,"(0.4861800968647003, 0.3670578896999359)","(-11.81500244140625, 176.2234344482422, -5.559999942779541)",1,nan,0,"(31.215011596679688, -4.345262050628662, 628.2817993164062)","(0.4290241003036499, 0.5098801255226135, 0.4276059865951538)",1,1,7,14181.7318735
1021056879,14182813301,"(0.4912630021572113, 0.3630768060684204)","(-9.16650390625, 177.39028930664062, -5.559999942779541)",1,3.6337738037109375,1,"(-35.19229507446289, -0.3854552209377289, 633.107666015625)","(0.5794094204902649, 0.5008697509765625, 0.4436922073364258)",1,"(0.48632392287254333, 0.364448606967926)","(-11.740066528320312, 176.9882049560547, -5.559999942779541)",1,3.3709259033203125,1,"(31.255367279052734, -4.356410980224609, 628.3663940429688)","(0.42894190549850464, 0.509904146194458, 0.4278879761695862)",1,1,7,14181.7318735
1021065211,14182821633,"(0.49009865522384644, 0.3987969756126404)","(-9.773193359375, 166.92080688476562, -5.559999942779541)",1,nan,0,"(-35.185813903808594, -0.37618955969810486, 633.1073608398438)","(0.5793948173522949, 0.5008488297462463, 0.4436911940574646)",1,"(0.49173223972320557, 0.382877916097641)","(-8.9219970703125, 171.58663940429688, -5.559999942779541)",1,nan,0,"(31.246381759643555, -4.396832466125488, 628.3703002929688)","(0.428962767124176, 0.5099959969520569, 0.4279009997844696)",1,1,7,14181.7318735
1021073553,14182829975,"(0.4897933602333069, 0.40085506439208984)","(-9.932281494140625, 166.3175811767578, -5.559999942779541)",1,nan,0,"(-35.2291374206543, -0.4076312184333801, 633.1783447265625)","(0.579483687877655, 0.5009196996688843, 0.4439278244972229)",1,"(0.4964836835861206, 0.41569700837135315)","(-6.446197509765625, 161.9674530029297, -5.559999942779541)",1,nan,0,"(31.219886779785156, -4.338829517364502, 628.4618530273438)","(0.4290333390235901, 0.5098627209663391, 0.4282061755657196)",1,1,7,14181.7318735
1021081876,14182838298,"(0.48909828066825867, 0.39979714155197144)","(-10.294448852539062, 166.62765502929688, -5.559999942779541)",1,3.5879974365234375,1,"(-35.19658279418945, -0.3775934875011444, 633.2756958007812)","(0.5793980360031128, 0.5008518099784851, 0.4442523121833801)",1,"(0.4965810775756836, 0.41573917865753174)","(-6.39544677734375, 161.95509338378906, -5.559999942779541)",1,3.5046234130859375,1,"(31.272659301757812, -4.353331089019775, 628.5647583007812)","(0.4289250373840332, 0.5098940134048462, 0.428549200296402)",1,1,7,14181.7318735
1021090211,14182846633,"(0.48716825246810913, 0.3895007371902466)","(-11.300125122070312, 169.6455078125, -5.559999942779541)",1,nan,0,"(-35.1712532043457, -0.37920424342155457, 633.2744140625)","(0.5793410539627075, 0.5008554458618164, 0.4442480504512787)",1,"(0.4866980314254761, 0.38765907287597656)","(-11.545135498046875, 170.18528747558594, -5.559999942779541)",1,nan,0,"(31.281600952148438, -4.389582633972168, 628.572509765625)","(0.42890557646751404, 0.509976327419281, 0.4285750389099121)",1,1,7,14181.7318735
1021098540,14182854962,"(0.488831490278244, 0.37632614374160767)","(-10.4334716796875, 173.50692749023438, -5.559999942779541)",1,nan,0,"(-35.2090950012207, -0.4090697467327118, 633.333740234375)","(0.579418957233429, 0.5009227395057678, 0.44444578886032104)",1,"(0.48198020458221436, 0.37481069564819336)","(-14.00341796875, 173.95111083984375, -5.559999942779541)",1,nan,0,"(31.258737564086914, -4.340763092041016, 628.6531372070312)","(0.4289666414260864, 0.509864091873169, 0.42884379625320435)",1,1,7,14181.7318735
1021106875,14182863297,"(0.48698657751083374, 0.3753869831562042)","(-11.394790649414062, 173.78219604492188, -5.559999942779541)",1,3.5327911376953125,1,"(-35.163108825683594, -0.3641519844532013, 633.4192504882812)","(0.5793045163154602, 0.5008212924003601, 0.44473084807395935)",1,"(0.4826044738292694, 0.40274345874786377)","(-13.678131103515625, 165.76409912109375, -5.559999942779541)",1,3.4721832275390625,1,"(31.32693099975586, -4.363775253295898, 628.744140625)","(0.42882198095321655, 0.5099149346351624, 0.4291471242904663)",1,1,7,14181.7318735
1021115211,14182871632,"(0.4875243604183197, 0.37406080961227417)","(-11.11456298828125, 174.1708984375, -5.559999942779541)",1,nan,0,"(-35.11954116821289, -0.3912052810192108, 633.4088134765625)","(0.5792075395584106, 0.5008823275566101, 0.4446960389614105)",1,"(0.4785330593585968, 0.3862783908843994)","(-15.799591064453125, 170.5899658203125, -5.559999942779541)",1,nan,0,"(31.3560791015625, -4.4012017250061035, 628.7449951171875)","(0.42875584959983826, 0.5099999904632568, 0.4291499853134155)",1,1,7,14181.7318735
1021123549,14182879970,"(0.4862980544567108, 0.37903550267219543)","(-11.7535400390625, 172.71282958984375, -5.559999942779541)",1,nan,0,"(-35.149940490722656, -0.41401395201683044, 633.4597778320312)","(0.5792697668075562, 0.5009337067604065, 0.4448659121990204)",1,"(0.47955983877182007, 0.40152353048324585)","(-15.264572143554688, 166.1216583251953, -5.559999942779541)",1,nan,0,"(31.33661460876465, -4.348965167999268, 628.8294677734375)","(0.42880964279174805, 0.5098799467086792, 0.4294315576553345)",1,1,7,14181.7318735
1021131873,14182888294,"(0.48766836524009705, 0.3776264786720276)","(-11.039535522460938, 173.12582397460938, -5.559999942779541)",1,3.590087890625,1,"(-35.1037712097168, -0.3714095652103424, 633.537109375)","(0.5791559815406799, 0.500837504863739, 0.44512370228767395)",1,"(0.4889058768749237, 0.3776281476020813)","(-10.39471435546875, 173.1253204345703, -5.559999942779541)",1,3.4849853515625,1,"(31.39396858215332, -4.369845390319824, 628.919677734375)","(0.428689569234848, 0.5099259614944458, 0.4297322630882263)",1,1,7,14181.7318735
1021140214,14182896635,"(0.48513615131378174, 0.3762337267398834)","(-12.358963012695312, 173.53402709960938, -5.559999942779541)",1,nan,0,"(-35.053688049316406, -0.39642563462257385, 633.5186767578125)","(0.5790453553199768, 0.5008939504623413, 0.4450622498989105)",1,"(0.4856646656990051, 0.3900831341743469)","(-12.083587646484375, 169.4748077392578, -5.559999942779541)",1,nan,0,"(31.426177978515625, -4.414106369018555, 628.9092407226562)","(0.4286152422428131, 0.5100266933441162, 0.4296974837779999)",1,1,7,14181.7318735
1021148546,14182904967,"(0.48683932423591614, 0.36573100090026855)","(-11.471511840820312, 176.61233520507812, -5.559999942779541)",1,nan,0,"(-35.09210205078125, -0.4179493486881256, 633.5526733398438)","(0.5791277289390564, 0.5009424090385437, 0.4451755881309509)",1,"(0.4900771975517273, 0.3862206041812897)","(-9.784378051757812, 170.60690307617188, -5.559999942779541)",1,nan,0,"(31.401508331298828, -4.37406063079834, 628.9661254882812)","(0.4286777079105377, 0.5099347829818726, 0.4298870861530304)",1,1,7,14181.7318735
1021156880,14182913301,"(0.4853894114494324, 0.36286041140556335)","(-12.227005004882812, 177.45370483398438, -5.559999942779541)",1,3.560577392578125,1,"(-35.04002380371094, -0.4048577547073364, 633.5948486328125)","(0.5790050029754639, 0.5009128451347351, 0.4453161656856537)",1,"(0.4889427423477173, 0.3676152527332306)","(-10.375503540039062, 176.06007385253906, -5.559999942779541)",1,3.5588226318359375,1,"(31.468420028686523, -4.386010646820068, 629.0165405273438)","(0.4285314679145813, 0.5099611282348633, 0.4300551414489746)",1,1,7,14181.7318735
1021165254,14182921674,"(0.4856685996055603, 0.36403346061706543)","(-12.081527709960938, 177.10989379882812, -5.559999942779541)",1,nan,0,"(-35.01097869873047, -0.41278061270713806, 633.5335693359375)","(0.5789471864700317, 0.5009307861328125, 0.4451119005680084)",1,"(0.4900992512702942, 0.394914835691452)","(-9.77288818359375, 168.05865478515625, -5.559999942779541)",1,nan,0,"(31.470378875732422, -4.429488182067871, 628.9554443359375)","(0.4285200834274292, 0.5100608468055725, 0.4298514723777771)",1,1,7,14181.7318735
1021173544,14182929964,"(0.4854881763458252, 0.3734980821609497)","(-12.175537109375, 174.33583068847656, -5.559999942779541)",1,nan,0,"(-35.0489501953125, -0.4319668710231781, 633.5203247070312)","(0.5790344476699829, 0.5009740591049194, 0.44506776332855225)",1,"(0.4866677522659302, 0.3943637013435364)","(-11.5609130859375, 168.22018432617188, -5.559999942779541)",1,nan,0,"(31.433076858520508, -4.380034923553467, 628.9532470703125)","(0.4286045432090759, 0.5099486112594604, 0.4298441708087921)",1,1,7,14181.7318735
1021181867,14182938287,"(0.48494067788124084, 0.3788643479347229)","(-12.460830688476562, 172.76300048828125, -5.559999942779541)",1,3.578948974609375,1,"(-35.01905059814453, -0.3932625353336334, 633.52978515625)","(0.5789658427238464, 0.5008867979049683, 0.4450992941856384)",1,"(0.48270997405052185, 0.3960528075695038)","(-13.623153686523438, 167.72511291503906, -5.559999942779541)",1,3.5182342529296875,1,"(31.485023498535156, -4.390043258666992, 628.9549560546875)","(0.42848676443099976, 0.5099712610244751, 0.42984986305236816)",1,1,7,14181.7318735
1021190199,14182946619,"(0.48627418279647827, 0.37695127725601196)","(-11.7659912109375, 173.32371520996094, -5.559999942779541)",1,nan,0,"(-34.99250411987305, -0.420034795999527, 633.436767578125)","(0.5789175629615784, 0.5009472966194153, 0.44478923082351685)",1,"(0.4815080165863037, 0.39332854747772217)","(-14.24945068359375, 168.52359008789062, -5.559999942779541)",1,nan,0,"(31.478546142578125, -4.439766883850098, 628.8527221679688)","(0.4284898638725281, 0.5100858807563782, 0.42950907349586487)",1,1,7,14181.7318735
1021198530,14182954950,"(0.48667752742767334, 0.37848225235939026)","(-11.555816650390625, 172.87498474121094, -5.559999942779541)",1,nan,0,"(-35.040855407714844, -0.4249027967453003, 633.3960571289062)","(0.5790317058563232, 0.5009583234786987, 0.4446535110473633)",1,"(0.48116928339004517, 0.395912766456604)","(-14.425949096679688, 167.7661590576172, -5.559999942779541)",1,nan,0,"(31.42674446105957, -4.3863420486450195, 628.8152465820312)","(0.42860329151153564, 0.5099651217460632, 0.42938414216041565)",1,1,7,14181.7318735
1021206866,14182963286,"(0.48680880665779114, 0.3742230534553528)","(-11.487411499023438, 174.12335205078125, -5.559999942779541)",1,3.5830535888671875,1,"(-35.00629806518555, -0.41274017095565796, 633.3876953125)","(0.578954815864563, 0.500930905342102, 0.4446256458759308)",1,"(0.48403793573379517, 0.39704835414886475)","(-12.93121337890625, 167.43331909179688, -5.559999942779541)",1,3.587921142578125,1,"(31.470094680786133, -4.387389183044434, 628.7896728515625)","(0.4285018742084503, 0.5099678635597229, 0.42929890751838684)",1,1,7,14181.7318735
1021215208,14182971627,"(0.48136621713638306, 0.37701570987701416)","(-14.323333740234375, 173.30482482910156, -5.559999942779541)",1,nan,0,"(-34.993099212646484, -0.4045506417751312, 633.2830200195312)","(0.5789380669593811, 0.500912606716156, 0.44427672028541565)",1,"(0.48154324293136597, 0.39757460355758667)","(-14.231094360351562, 167.27908325195312, -5.559999942779541)",1,nan,0,"(31.45460319519043, -4.433427810668945, 628.6634521484375)","(0.4285227358341217, 0.5100744962692261, 0.42887818813323975)",1,1,7,14181.7318735
1021223540,14182979959,"(0.4805329144001007, 0.37376469373703003)","(-14.757537841796875, 174.2576904296875, -5.559999942779541)",1,nan,0,"(-35.04684829711914, -0.418069452047348, 633.2392578125)","(0.5790647864341736, 0.500943124294281, 0.44413086771965027)",1,"(0.48151373863220215, 0.40124571323394775)","(-14.246475219726562, 166.20309448242188, -5.559999942779541)",1,nan,0,"(31.40294647216797, -4.378460884094238, 628.611572265625)","(0.4286342263221741, 0.5099503993988037, 0.42870524525642395)",1,1,7,14181.7318735
1021231875,14182988294,"(0.4816455841064453, 0.3768033981323242)","(-14.177764892578125, 173.3670654296875, -5.559999942779541)",1,3.572906494140625,1,"(-35.018558502197266, -0.3921157419681549, 633.2289428710938)","(0.5790022611618042, 0.5008845925331116, 0.44409647583961487)",1,"(0.47904422879219055, 0.37036967277526855)","(-15.533233642578125, 175.2527618408203, -5.559999942779541)",1,3.4624176025390625,1,"(31.44118309020996, -4.379907608032227, 628.5682373046875)","(0.4285424053668976, 0.5099543929100037, 0.4285607933998108)",1,1,7,14181.7318735
1021240196,14182996615,"(0.4907304644584656, 0.3886917531490326)","(-9.443984985351562, 169.8826141357422, -5.559999942779541)",1,nan,0,"(-35.005348205566406, -0.3722117245197296, 633.1322631835938)","(0.5789844989776611, 0.5008398294448853, 0.4437742233276367)",1,"(0.48076653480529785, 0.3750702738761902)","(-14.635818481445312, 173.87503051757812, -5.559999942779541)",1,nan,0,"(31.418344497680664, -4.4054789543151855, 628.4398803710938)","(0.428579717874527, 0.510014533996582, 0.42813292145729065)",1,1,7,14181.7318735
1021248539,14183004958,"(0.4913095235824585, 0.397490918636322)","(-9.14227294921875, 167.30360412597656, -5.559999942779541)",1,nan,0,"(-35.05438232421875, -0.4042207896709442, 633.1073608398438)","(0.5790982842445374, 0.5009121298789978, 0.4436911940574646)",1,"(0.4808146059513092, 0.3750757873058319)","(-14.610763549804688, 173.8734130859375, -5.559999942779541)",1,nan,0,"(31.376548767089844, -4.341839790344238, 628.3955078125)","(0.42866969108581543, 0.5098705887794495, 0.4279850125312805)",1,1,7,14181.7318735
1021256875,14183013294,"(0.4924936294555664, 0.40081071853637695)","(-8.5252685546875, 166.33058166503906, -5.559999942779541)",1,3.62127685546875,1,"(-35.02876281738281, -0.35803380608558655, 633.1268920898438)","(0.5790380239486694, 0.5008078813552856, 0.4437563121318817)",1,"(0.482397198677063, 0.37896186113357544)","(-13.7861328125, 172.73440551757812, -5.559999942779541)",1,3.487823486328125,1,"(31.413461685180664, -4.354676246643066, 628.37548828125)","(0.4285835027694702, 0.5099000930786133, 0.42791828513145447)",1,1,7,14181.7318735
1021265193,14183021612,"(0.49197983741760254, 0.39817753434181213)","(-8.792999267578125, 167.10235595703125, -5.559999942779541)",1,nan,0,"(-35.00594711303711, -0.3468673527240753, 633.063720703125)","(0.5789943933486938, 0.5007827281951904, 0.44354572892189026)",1,"(0.4841155409812927, 0.3753538727760315)","(-12.890777587890625, 173.79190063476562, -5.559999942779541)",1,nan,0,"(31.394962310791016, -4.34509801864624, 628.2747802734375)","(0.42861413955688477, 0.5098798871040344, 0.42758259177207947)",1,1,7,14181.7318735
1021273536,14183029954,"(0.48776575922966003, 0.3932274580001831)","(-10.988784790039062, 168.55322265625, -5.559999942779541)",1,nan,0,"(-35.04763412475586, -0.36756378412246704, 633.0650024414062)","(0.5790883302688599, 0.5008294582366943, 0.4435500204563141)",1,"(0.4842943549156189, 0.3751372694969177)","(-12.797592163085938, 173.8553924560547, -5.559999942779541)",1,nan,0,"(31.374832153320312, -4.293984889984131, 628.2527465820312)","(0.4286573827266693, 0.5097640156745911, 0.4275091588497162)",1,1,7,14181.7318735
1021281859,14183038277,"(0.48623546957969666, 0.3903193175792694)","(-11.786163330078125, 169.40557861328125, -5.559999942779541)",1,3.5747833251953125,1,"(-35.01848602294922, -0.29475846886634827, 633.1080322265625)","(0.579017162322998, 0.5006651282310486, 0.4436934292316437)",1,"(0.4833064675331116, 0.37448883056640625)","(-13.312347412109375, 174.04544067382812, -5.559999942779541)",1,3.4501190185546875,1,"(31.415969848632812, -4.301424026489258, 628.263427734375)","(0.42856505513191223, 0.509780764579773, 0.4275447726249695)",1,1,7,14181.7318735
1021290190,14183046608,"(0.49423301219940186, 0.4069572985172272)","(-7.618927001953125, 164.52903747558594, -5.559999942779541)",1,nan,0,"(-34.984230041503906, -0.29965487122535706, 633.06884765625)","(0.578944742679596, 0.5006762146949768, 0.4435628354549408)",1,"(0.478365957736969, 0.4131445288658142)","(-15.88665771484375, 162.715576171875, -5.559999942779541)",1,nan,0,"(31.430418014526367, -4.318802833557129, 628.19970703125)","(0.4285249710083008, 0.5098212957382202, 0.4273323714733124)",1,1,7,14181.7318735
1021298524,14183054942,"(0.4952704906463623, 0.3845744729042053)","(-7.078338623046875, 171.08938598632812, -5.559999942779541)",1,nan,0,"(-35.02003479003906, -0.3152099847793579, 633.0879516601562)","(0.5790231823921204, 0.5007112622261047, 0.4436264932155609)",1,"(0.48503541946411133, 0.40837419033050537)","(-12.411453247070312, 164.11375427246094, -5.559999942779541)",1,nan,0,"(31.396387100219727, -4.255683422088623, 628.233154296875)","(0.42860615253448486, 0.5096772313117981, 0.42744386196136475)",1,1,7,14181.7318735
1021306858,14183063276,"(0.49862194061279297, 0.38554781675338745)","(-5.33203125, 170.80409240722656, -5.559999942779541)",1,3.606231689453125,1,"(-35.001869201660156, -0.26231271028518677, 633.143310546875)","(0.578975260257721, 0.5005918741226196, 0.4438110291957855)",1,"(0.4897487163543701, 0.42817845940589905)","(-9.955535888671875, 158.30917358398438, -5.559999942779541)",1,3.4874267578125,1,"(31.441421508789062, -4.258067607879639, 628.29150390625)","(0.4285103678703308, 0.509681761264801, 0.42763835191726685)",1,1,7,14181.7318735
1021315203,14183071621,"(0.49181145429611206, 0.3948845863342285)","(-8.8807373046875, 168.0675048828125, -5.559999942779541)",1,nan,0,"(-34.959896087646484, -0.2598705291748047, 633.1109008789062)","(0.5788846015930176, 0.5005863904953003, 0.4437029957771301)",1,"(0.47979736328125, 0.3610234260559082)","(-15.14080810546875, 177.99212646484375, -5.559999942779541)",1,nan,0,"(31.454383850097656, -4.289580345153809, 628.275634765625)","(0.4284791052341461, 0.5097536444664001, 0.4275854527950287)",1,1,7,14181.7318735
