id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,6,test,Prioritise4,2,cross,square,circle,triangle,"1.0,0.14454808295369936,-1.0","1.0,-0.13481497066722903,-0.8172789642511413","0.509921421288337,0.37533864292099284,-1.0","1.0,-0.19952917352700617,0.19318579588388318",77,39,120,336,"0.509921421288337,0.37533864292099284,-1.0",120,"1.0,-0.045861603138592444,-1.0",51,234,7.420570199989015
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,7,test,Prioritise3,2,circle,cross,triangle,square,"0.6210691465439071,0.22472865664823272,0.6660842894513506","1.0,-0.291416597096681,-0.18651092035548889","0.07186027412725471,0.47920645949573504,-0.5409731165987569","1.0,-0.1558548551326704,-0.7405909184559469",278,3,161,36,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,"-0.12085421394465079,0.49482727509491764,-0.08063336981743141",188,233,6.117611099994974
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,8,test,Prioritise4,1,square,triangle,circle,cross,"0.3000437839717358,0.34032750492681907,0.6478023910819077","0.22896995211020998,0.45101907426419996,-1.0","0.854028730639278,0.2336538600688729,-1.0","1.0,-0.2885749142137033,-0.24639910949319843",257,145,91,7,"0.22896995211020998,0.45101907426419996,-1.0",145,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964",183,228,3.183600900010788
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,9,test,Prioritise2,3,triangle,square,circle,cross,"1.0,0.08129056571751603,-1.0","0.5128942075651803,0.26707393527284795,0.6725600501236935","-0.15218698220497417,0.491399065672369,0.0550849709310266","0.984183681480933,0.0471694796759472,0.544551712303033",68,271,197,303,"0.984183681480933,0.0471694796759472,0.544551712303033",303,"1.0,-0.1159761024614836,0.3405028198215041",324,125,3.7318819999927655
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,10,test,NoPrioritise,3,cross,circle,triangle,square,"1.0,-0.28331765203541326,-0.06912673399707303","0.49743207809976986,0.2728177294164349,0.672458831583457","1.0,-0.24976805918886447,-0.4479639557291707","0.45139045294854396,0.393779284417197,-1.0",355,270,20,125,"0.45139045294854396,0.393779284417197,-1.0",125,"1.0,-0.28545618498147696,-0.27665271730440133",9,29,7.279324800008908
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,11,test,Prioritise3,1,cross,circle,triangle,square,"0.14752787305018233,0.4669625621869047,-0.7174796825499677","0.18759316868675757,0.45946387343509576,-0.8398972692549822","0.002753009035763032,0.42748599986642954,0.5027340537090634","1.0,0.08129056571751603,-1.0",153,149,234,68,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,"-0.10587186235375057,0.4950046804635242,-0.12755688133261178",185,157,3.732511499998509
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,12,test,Prioritise4,0,circle,square,triangle,cross,"0.7127176267031001,0.18557291042394586,0.6506302425082333","1.0,-0.015534070910116049,-1.0","0.9709143462906737,0.05487098646765176,0.5521665648538059","0.8423878648894922,0.2395276862660105,-1.0",284,55,302,92,"0.7127176267031001,0.18557291042394586,0.6506302425082333",284,"0.7127176267031001,0.18557291042394586,0.6506302425082333",284,213,7.686782000004314
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,13,test,NoPrioritise,2,cross,triangle,circle,square,"0.6364477477613335,0.21838082541010184,0.6641383826852352","0.9001622899209403,0.20948101299508481,-1.0","1.0,-0.09100024043058197,-1.0","0.23950483221035568,0.4487573681220651,-1.0",279,87,45,144,"1.0,-0.09100024043058197,-1.0",45,"1.0,-0.030978196634575572,0.4572913763932509",313,35,1.973118499998236
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,14,test,NoPrioritise,1,circle,triangle,square,cross,"1.0,-0.1453950522675579,0.29343624696038684","1.0,-0.19319706407583936,0.20612000948251996","0.8744524420551003,0.1077067653533772,0.5993718879433354","1.0,-0.28331765203541326,-0.06912673399707303",328,335,295,355,"1.0,-0.19319706407583936,0.20612000948251996",335,"0.3262451978832188,0.42843842117143094,-1.0",136,261,572.7744307999965
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,15,test,Prioritise1,1,circle,triangle,square,cross,"1.0,-0.21911833444213913,-0.5474132739956148","0.07186027412725471,0.47920645949573504,-0.5409731165987569","0.024156992038590452,0.42147876676365525,0.5201127943356356","0.6287517000804042,0.333230015934751,-1.0",26,161,236,110,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,"1.0,-0.13481497066722903,-0.8172789642511413",39,324,0.9118875999993179
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,16,test,Prioritise1,2,cross,triangle,circle,square,"-0.1599394399400429,0.4856569012506431,0.15485318992015062","1.0,-0.18904346603826983,-0.637249894721835","0.45139045294854396,0.393779284417197,-1.0","1.0,-0.2696580629443429,-0.3688697412252795",204,31,125,15,"0.45139045294854396,0.393779284417197,-1.0",125,"1.0,-0.12042756170577695,-0.8836340589512358",41,342,0.8963232000096468
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,17,test,Prioritise1,3,circle,cross,square,triangle,"0.37106831880418345,0.41675617985472035,-1.0","1.0,0.03716450464441401,-1.0","0.9788490541088481,0.1646703741338249,-1.0","-0.1442047673080774,0.4930289775224417,0.010718955352132964",132,62,80,194,"-0.1442047673080774,0.4930289775224417,0.010718955352132964",194,"1.0,-0.09100024043058197,-1.0",45,127,118.77593839999463
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,18,test,Prioritise2,2,triangle,circle,square,cross,"1.0,-0.12042756170577695,-0.8836340589512358","0.47470490157818523,0.38660875671905104,-1.0","1.0,-0.23006636068103248,-0.5135224369802548","1.0,-0.11314379054822865,-0.9277147292103822",41,123,24,42,"1.0,-0.23006636068103248,-0.5135224369802548",24,"0.7123805921607476,0.2995277721370815,-1.0",103,36,1.7503556000010576
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,19,test,Prioritise3,0,cross,triangle,circle,square,"0.7362113369355152,0.2892555466706437,-1.0","1.0,-0.11314379054822865,-0.9277147292103822","1.0,-0.12765325079304635,-0.8480385611780058","1.0,0.14454808295369936,-1.0",101,42,40,77,"0.7362113369355152,0.2892555466706437,-1.0",101,"1.0,0.07402842417913646,-1.0",67,73,1.4760737999895355
pri_eyetracking_sim_ss4_6,M,0/0/1900,2022_Apr_07_1011,20,test,Prioritise1,0,cross,square,triangle,circle,"1.0,-0.19319706407583936,0.20612000948251996","1.0,-0.19952917352700617,0.19318579588388318","1.0,-0.07007995956776203,0.4066709204115653","0.6670955436242052,0.20546863097446266,0.6594879335101997",335,336,318,281,"1.0,-0.19319706407583936,0.20612000948251996",335,"-0.14715582087117385,0.4925402828135286,0.025608434090147236",195,1,1.1112512999970932
