id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,11,test,Prioritise3,0,square,triangle,circle,cross,"0.7599790593392,0.278698430329378,-1.0","1.0,-0.030699357614306977,-1.0","0.4981526525436166,0.3791643150394166,-1.0","0.9342399836420399,0.1906568045828605,-1.0",99,53,121,84,"0.7599790593392,0.278698430329378,-1.0",99,"0.10691635848548953,0.39815526341168916,0.5740986907036785",243,203,1.3654131999937817
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,12,test,Prioritise4,3,circle,square,triangle,cross,"1.0,0.007155954649565421,-1.0","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","1.0,-0.1558548551326704,-0.7405909184559469","0.43579397082986615,0.29501209376045523,0.6694809165992386",58,193,36,266,"0.43579397082986615,0.29501209376045523,0.6694809165992386",266,"0.5810306884554026,0.3509198779468534,-1.0",114,86,1.2383344999980181
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,13,test,Prioritise3,1,square,cross,triangle,circle,"1.0,-0.07604755533137741,-1.0","0.4282253351913974,0.40067838587068505,-1.0","0.38240568475417525,0.4136729392938614,-1.0","1.0,-0.2853220527670477,-0.0836186653125478",47,127,131,356,"0.4282253351913974,0.40067838587068505,-1.0",127,"0.984183681480933,0.0471694796759472,0.544551712303033",303,180,1.0175651000026846
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,14,test,Prioritise2,2,cross,triangle,square,circle,"1.0,-0.14190666083918357,-0.7896703829265752","0.11962807502985351,0.3945255124543332,0.5809118383777745","0.5438403016684124,0.25535465854340766,0.6719910833849003","1.0,-0.19319706407583936,0.20612000948251996",38,244,273,335,"0.5438403016684124,0.25535465854340766,0.6719910833849003",273,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,105,1.2225901999918278
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,15,test,Prioritise4,0,square,cross,triangle,circle,"1.0,-0.265680167273015,0.01659727634298691","0.7718332302050808,0.2733134055615505,-1.0","1.0,-0.11314379054822865,-0.9277147292103822","-0.15857178695416452,0.48845422840718666,0.1127707600476957",349,98,42,201,"1.0,-0.265680167273015,0.01659727634298691",349,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548",189,0,14.975656399998115
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,16,test,Prioritise3,3,cross,triangle,square,circle,"0.003196340864616065,0.48789947231709707,-0.3930376390559923","0.05398205218015839,0.48170764156945833,-0.5023703861935837","0.8072476110492377,0.25673500061136667,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266",169,163,95,197,"-0.15218698220497417,0.491399065672369,0.0550849709310266",197,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,94,1.888905400002841
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,17,test,Prioritise4,1,circle,square,cross,triangle,"1.0,-0.2352776592018201,-0.4968859262116322","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","0.3937919637711427,0.41052389502637143,-1.0","0.7718332302050808,0.2733134055615505,-1.0",23,187,130,98,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681",187,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,62,1.3154520999960368
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,18,test,Prioritise1,3,triangle,cross,square,circle,"1.0,-0.19319706407583936,0.20612000948251996","1.0,-0.2117453636986133,0.16700499532847024","0.7599790593392,0.278698430329378,-1.0","-0.05680994196765965,0.4931478034098584,-0.2567707460520542",335,338,99,177,"-0.05680994196765965,0.4931478034098584,-0.2567707460520542",177,"-0.14715582087117385,0.4925402828135286,0.025608434090147236",195,243,1.0967392000020482
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,19,test,Prioritise2,0,cross,triangle,square,circle,"-0.10587186235375057,0.4950046804635242,-0.12755688133261178","0.4282253351913974,0.40067838587068505,-1.0","1.0,-0.18262560807777894,-0.6564771422547051","1.0,-0.18904346603826983,-0.637249894721835",185,127,32,31,"-0.10587186235375057,0.4950046804635242,-0.12755688133261178",185,"1.0,-0.28545618498147696,-0.27665271730440133",9,202,1.2574453999986872
pri_eyetracking_sim_ss4_0,M,0/0/1900,2022_Apr_26_1142,20,test,Prioritise1,0,circle,triangle,square,cross,"0.6056610145008174,0.2310032177113197,0.6677762187869551","0.09441071644993415,0.40170970408167506,0.5670564126145141","0.8314067698500829,0.129644828397681,0.6162087510840306","0.9001622899209403,0.20948101299508481,-1.0",277,242,292,87,"0.6056610145008174,0.2310032177113197,0.6677762187869551",277,"0.8886984490493344,0.21562474761751438,-1.0",88,70,1.3459919000015361
