id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,11,test,NoPrioritise,0,cross,square,triangle,circle,"1.0,-0.12042756170577695,-0.8836340589512358","0.25011230249462657,0.4464347244570299,-1.0","0.9026141269879491,0.09282770385166228,0.5869975937203944","0.32969209843730707,0.3308126345090221,0.6543985772501693",41,143,297,259,"1.0,-0.12042756170577695,-0.8836340589512358",41,"1.0,0.05938674364207741,-1.0",65,74,1.105511800153181
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,12,test,Prioritise1,2,cross,square,circle,triangle,"1.0,-0.2905255226561695,-0.14211314919909668","-0.09478536258948067,0.49485771099788134,-0.15929400236046964","1.0,-0.24513616553833184,-0.4641238358039159","0.18759316868675757,0.45946387343509576,-0.8398972692549822",0,183,21,149,"1.0,-0.24513616553833184,-0.4641238358039159",21,"1.0,-0.19319706407583936,0.20612000948251996",335,201,1.151003499981016
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,13,test,Prioritise1,0,triangle,circle,cross,square,"0.9001622899209403,0.20948101299508481,-1.0","1.0,0.023895135487088437,0.520455959599228","1.0,0.007155954649565421,-1.0","0.2277843781848521,0.3627318956570289,0.6269388339435948",87,306,58,252,"0.9001622899209403,0.20948101299508481,-1.0",87,"-0.03545149328753128,0.4915787209123279,-0.3069086161051545",174,359,1.1496063999366015
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,14,test,Prioritise4,0,triangle,circle,square,cross,"0.024156992038590452,0.42147876676365525,0.5201127943356356","0.002753009035763032,0.42748599986642954,0.5027340537090634","0.5438403016684124,0.25535465854340766,0.6719910833849003","1.0,-0.2133971103908915,-0.5647212078646006",236,234,273,27,"0.024156992038590452,0.42147876676365525,0.5201127943356356",236,"-0.14981892062729885,0.491997057231198,0.04039774195876733",196,353,1.3215201999992132
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,15,test,Prioritise1,3,cross,circle,square,triangle,"1.0,-0.007959551777363516,-1.0","-0.1442047673080774,0.4930289775224417,0.010718955352132964","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","1.0,-0.19533700364355222,-0.6185256211936343",56,194,174,30,"1.0,-0.19533700364355222,-0.6185256211936343",30,"0.8423878648894922,0.2395276862660105,-1.0",92,136,1.1628131999168545
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,16,test,Prioritise3,0,cross,square,circle,triangle,"1.0,0.01469043779870538,-1.0","0.6646065852612066,0.3192149609683923,-1.0","1.0,-0.045861603138592444,-1.0","0.4051864188365102,0.30563705046778256,0.6664498358678796",59,107,51,264,"1.0,0.01469043779870538,-1.0",59,"1.0,-0.289651960671372,-0.12741280502186536",359,165,1.1826337000820786
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,17,test,Prioritise2,0,square,triangle,circle,cross,"0.10691635848548953,0.39815526341168916,0.5740986907036785","0.07186027412725471,0.47920645949573504,-0.5409731165987569","0.7726890832158932,0.15810653737494773,0.6353563968956581","0.4397882380638529,0.39726260220805054,-1.0",243,161,288,126,"0.10691635848548953,0.39815526341168916,0.5740986907036785",243,"0.2607905457923898,0.44405077031286466,-1.0",142,3,1.3467709999531507
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,18,test,Prioritise4,1,cross,square,triangle,circle,"1.0,-0.2696580629443429,-0.3688697412252795","0.2715377535601935,0.44160513045338035,-1.0","1.0,-0.2905255226561695,-0.14211314919909668","0.5217173616076898,0.3714436344565344,-1.0",15,141,0,119,"0.2715377535601935,0.44160513045338035,-1.0",141,"1.0,-0.27293323902243416,-0.35332683897484074",14,126,1.2386473000515252
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,19,test,Prioritise2,3,square,cross,circle,triangle,"-0.15425303278284086,0.49074605836511664,0.06966808771232391","-0.02724900693809007,0.43596400275120595,0.47511170232003863","0.03525654226328623,0.4183671124064994,0.5284836519992187","-0.15601024525342333,0.4900377710624384,0.08414494382818494",198,231,237,199,"-0.15601024525342333,0.4900377710624384,0.08414494382818494",199,"1.0,-0.1159761024614836,0.3405028198215041",324,181,1.1942459999118
pri_eyetracking_sim_ss4_4,M,0/0/1900,2022_Apr_07_1152,20,test,Prioritise4,3,square,circle,cross,triangle,"1.0,-0.060989074760531836,-1.0","0.2277843781848521,0.3627318956570289,0.6269388339435948","0.8168605703912253,0.13684827598857496,0.6213530935889016","1.0,-0.0932311933171065,0.374286934875081",49,252,291,321,"1.0,-0.0932311933171065,0.374286934875081",321,"1.0,0.07402842417913646,-1.0",67,86,1.0622247999999672
